City,Location,Bedrooms,Bathrooms,Floor_no,Floor_area,Occupancy_status,Price_in_taka
dhaka,"Kutum Goli, Agargaon",3.0,2.0,8,1150.0,vacant,6325000
dhaka,"Kutum Goli, Agargaon",3.0,2.0,3,1150.0,vacant,6325000
dhaka,"Srjani road, Ibrahimpur",3.0,3.0,1,1050.0,vacant,3750000
dhaka,"Lichu Bagan Road, Joar Sahara",3.0,2.0,1,1200.0,vacant,5500000
dhaka,"Kallyanpur, Mirpur",4.0,3.0,1,1650.0,vacant,10000000
dhaka,"Middle Badda, Badda",3.0430686406460294,2.8977119784656797,1,89.0,vacant,3000000
dhaka,"Pallabi, Mirpur",3.0,3.0,6,1850.0,vacant,9800000
dhaka,"Pallabi, Mirpur",3.0,3.0,2,1420.0,vacant,8200000
dhaka,"Pallabi, Mirpur",2.0,2.0,4,850.0,vacant,3300000
dhaka,"Shahjadpur, Badda",3.0,3.0,7,1475.0,vacant,15550000
dhaka,"Shahjadpur, Badda",3.0,3.0,4,1375.0,vacant,14550000
dhaka,"Paikpara, Mirpur",3.0,2.0,1,1050.0,vacant,4410000
dhaka,"Section 12, Mirpur",2.0,2.0,2,905.0,vacant,4072500
dhaka,"Section 12, Mirpur",2.0,2.0,2,850.0,vacant,3825000
dhaka,"Faydabad, Dakshin Khan",2.0,2.0,2,600.0,vacant,2880000
dhaka,"Jagannathpur, Badda",3.0,3.0,1,1422.0,vacant,9811800
dhaka,"Uttar Badda, Badda",3.0,2.0,6,1200.0,vacant,6050000
dhaka,"Ashulia, Savar",3.0,3.0,3,1470.0,vacant,7800000
dhaka,"Merul Badda, Badda",3.0,3.0,8,1396.0,vacant,9674000
dhaka,"Section 12, Mirpur",3.0,3.0,5,1100.0,vacant,6200000
dhaka,"East Monipur, Mirpur",3.0430686406460294,2.8977119784656797,2,1700.0,vacant,11600000
dhaka,"Ring Road, Shyamoli",3.0,3.0,9,1625.0,vacant,11000000
dhaka,"Nobodoy Housing Society, Mohammadpur",2.0,2.0,2,900.0,vacant,6500000
dhaka,"Pallabi, Mirpur",3.0,3.0,5,1465.0,vacant,8600000
dhaka,"Sector 15, Uttara",3.0,3.0,2,1600.0,vacant,12000000
dhaka,"Section 2, Mirpur",3.0,3.0,4,1180.0,vacant,6490000
dhaka,"Ranavola, Turag",3.0,3.0,6,1215.0,vacant,7500000
dhaka,"Ahmed Nagar, Mirpur",2.0,2.0,6,800.0,vacant,4000000
dhaka,"Sector 4, Uttara",2.0,2.0,5,785.0,vacant,8250000
dhaka,"Block J, Bashundhara R-A",3.0,3.0,8,1800.0,vacant,16000000
dhaka,"Ring Road, Mohammadpur",3.0,3.0,5,1700.0,vacant,18500000
dhaka,"Mirpur DOHS, Mirpur",3.0,3.0,3,1125.0,vacant,9500000
dhaka,"Mirpur DOHS, Mirpur",3.0,2.0,6,1200.0,vacant,11500000
dhaka,"Shantinagar Bazar Rd, Shantinagar",2.0,2.0,1,1000.0,vacant,7500000
dhaka,"Shantinagar Bazar Rd, Shantinagar",3.0,2.0,1,1150.0,vacant,9000000
dhaka,"Ahmed Nagar, Mirpur",2.0,2.0,3,800.0,vacant,4000000
dhaka,"West Shewrapara, Mirpur",3.0,2.0,1,1000.0,vacant,6000000
dhaka,"Section 7, Mirpur",3.0,2.0,6,1030.0,vacant,6000000
dhaka,"Section 1, Mirpur",3.0,3.0,9,1250.0,vacant,6700000
dhaka,"East Kazipara, Mirpur",3.0,3.0,7,1105.0,vacant,7500000
dhaka,"Block A, Bashundhara R-A",3.0,3.0,2,2374.0,vacant,26500000
dhaka,"East Kazipara, Mirpur",2.0,2.0,1,970.0,vacant,4000000
dhaka,"Sector 12, Uttara",3.0,3.0,6,1239.0,vacant,11000000
dhaka,"Section 15, Mirpur",2.0,2.0,5,1040.0,vacant,6200000
dhaka,"Middle Monipur, Mirpur",3.0,3.0,1,1350.0,vacant,8500000
dhaka,"Sector 12, Uttara",3.0,3.0,1,1660.0,vacant,10500000
dhaka,"Taltola, Agargaon",4.0,4.0,1,1497.0,vacant,9500000
dhaka,"Sector 15, Purbachal",3.0430686406460294,2.8977119784656797,1,3600.0,vacant,55000000
dhaka,"Pallabi, Mirpur",3.0,3.0,3,1360.0,vacant,13900000
dhaka,"East Kazipara, Mirpur",3.0,3.0,1,1360.0,vacant,8000000
dhaka,"Block F, Bashundhara R-A",4.0,5.0,2,2220.0,vacant,24000000
dhaka,"Section 12, Mirpur",3.0,3.0,9,1100.0,vacant,6500000
dhaka,"Middle Monipur, Mirpur",2.0,2.0,7,930.0,vacant,5500000
dhaka,"Block B, Bashundhara R-A",3.0,4.0,6,2250.0,vacant,21500000
dhaka,"Lake Circus Road, Kalabagan",3.0,3.0,1,1238.0,vacant,11000000
dhaka,"Block F, Banasree",3.0,3.0,3,1700.0,vacant,15000000
dhaka,"Kallyanpur, Mirpur",3.0,3.0,7,1120.0,vacant,6000000
dhaka,"Kallyanpur, Mirpur",3.0,3.0,1,1150.0,vacant,6000000
dhaka,"Pirerbag, Mirpur",3.0,3.0,6,1200.0,vacant,6000000
dhaka,"Ahmed Nagar, Mirpur",3.0,4.0,5,1635.0,vacant,9000000
dhaka,"Block B, Banasree",3.0,3.0,4,1445.0,vacant,13000000
dhaka,"Sobur khan Road, Dakshin Khan",3.0,3.0,9,1350.0,vacant,6500000
dhaka,"Kamal Khan Road, Ibrahimpur",3.0,2.0,4,1115.0,vacant,5800000
dhaka,"Ashulia, Savar",3.0430686406460294,2.8977119784656797,1,3132.0,vacant,27000000
dhaka,"East Azampur, Dakshin Khan",2.0,2.0,4,1000.0,vacant,6000000
dhaka,"Block L, Bashundhara R-A",3.0,3.0,1,1550.0,vacant,12000000
dhaka,"Bochila, Mohammadpur",3.0,2.0,9,975.0,vacant,4000000
dhaka,"Block H, Bashundhara R-A",4.0,4.0,8,2440.0,vacant,25400000
dhaka,"Road No 2, Banani DOHS",3.0,3.0,5,2700.0,vacant,67500000
dhaka,"Road No 2, Banani DOHS",3.0,3.0,5,2700.0,vacant,67500000
dhaka,"Nobodoy Housing Society, Mohammadpur",3.0,3.0,8,1250.0,vacant,7500000
dhaka,"Block C, Aftab Nagar",3.0,3.0,8,1600.0,vacant,14400000
dhaka,"Tajmahal Road, Mohammadpur",3.0,3.0,3,1600.0,vacant,19200000
dhaka,"Block A, Aftab Nagar",3.0,3.0,7,1550.0,vacant,11500000
dhaka,"Iqbal Road, Mohammadpur",4.0,4.0,4,2187.0,vacant,39366000
dhaka,"West Rampura, Rampura",3.0,3.0,7,1500.0,vacant,12000000
dhaka,"Block F, Banasree",7.0,8.0,1,15120.0,vacant,85000000
dhaka,"Madartek, Bashabo",3.0,3.0,4,1227.0,vacant,5800000
dhaka,"West Shewrapara, Mirpur",3.0,3.0,6,1150.0,vacant,6000000
dhaka,"West Shewrapara, Mirpur",2.0,1.0,4,600.0,vacant,2000000
dhaka,"Paikpara, Mirpur",3.0,2.0,3,1050.0,vacant,4500000
dhaka,"Pragati Soroni, Kuril",3.0430686406460294,2.8977119784656797,1,550.0,vacant,8000000
dhaka,"Dakkhin Paikpara, Mirpur",3.0,3.0,1,1300.0,vacant,6500000
dhaka,"Road No 9A, Dhanmondi",3.0,3.0,5,2150.0,vacant,23500000
dhaka,"Puran Para, Uttar Khan",3.0,3.0,4,1335.0,vacant,6007500
dhaka,"Puran Para, Uttar Khan",3.0,3.0,5,1186.0,vacant,5337000
dhaka,"West Agargaon, Agargaon",2.0,2.0,7,895.0,vacant,5500000
dhaka,"West Agargaon, Agargaon",2.0,2.0,3,765.0,vacant,5207500
dhaka,"Section 11, Mirpur",2.0,2.0,2,750.0,vacant,4000000
dhaka,"Section 11, Mirpur",2.0,2.0,2,750.0,vacant,4000000
dhaka,"2nd Colony, Mirpur",3.0,3.0,4,930.0,vacant,3900000
dhaka,"Section 1, Mirpur",3.0,3.0,7,1542.0,vacant,8500000
dhaka,"Section 11, Mirpur",2.0,2.0,5,650.0,vacant,2400000
dhaka,"Darussalam, Mirpur",3.0,3.0,8,1250.0,vacant,6250000
dhaka,"Darussalam, Mirpur",3.0,2.0,4,1250.0,vacant,6250000
dhaka,"North Ibrahimpur, Ibrahimpur",3.0,3.0,3,1600.0,vacant,9500000
dhaka,"Manikdi, Cantonment",3.0,3.0,3,1275.0,vacant,5737500
dhaka,"Section 1, Mirpur",2.0,2.0,6,875.0,vacant,4000000
dhaka,"Section 1, Mirpur",3.0430686406460294,2.8977119784656797,6,3200.0,vacant,20000000
dhaka,"Middle Paikpara, Mirpur",3.0,3.0,4,1300.0,vacant,6500000
dhaka,"Middle Paikpara, Mirpur",3.0,3.0,7,1300.0,vacant,6500000
dhaka,"Block I, Bashundhara R-A",3.0,3.0,1,1180.0,vacant,7500000
dhaka,"Nurjahan Road, Mohammadpur",2.0,2.0,8,956.0,vacant,5800000
dhaka,"Shekhertek, Mohammadpur",3.0,2.0,3,1250.0,vacant,7500000
dhaka,"West Monipur, Mirpur",3.0,2.0,1,900.0,vacant,4320000
dhaka,"West Monipur, Mirpur",3.0,2.0,2,925.0,vacant,4440000
dhaka,"West Monipur, Mirpur",3.0,2.0,3,900.0,vacant,4320000
dhaka,"Pirerbag, Mirpur",4.0,4.0,9,1800.0,vacant,9000000
dhaka,"West Shewrapara, Mirpur",3.0,2.0,3,1225.0,vacant,5512500
dhaka,"West Monipur, Mirpur",3.0,2.0,4,1100.0,vacant,4620000
dhaka,"North Ibrahimpur, Ibrahimpur",3.0,2.0,6,1100.0,vacant,5800000
dhaka,"Taltola, Agargaon",2.0,2.0,2,1300.0,vacant,6500000
dhaka,"Pirerbag, Mirpur",3.0,2.0,6,800.0,vacant,5300000
dhaka,"PC Culture Housing, Mohammadpur",2.0,2.0,5,830.0,vacant,4700000
dhaka,"Block B, Bashundhara R-A",3.0430686406460294,2.8977119784656797,6,4025.0,vacant,50000000
dhaka,"Ahmed Nagar, Mirpur",3.0,3.0,4,1200.0,vacant,7500000
dhaka,"Paikpara, Mirpur",3.0,3.0,6,1465.0,vacant,8000000
dhaka,"Pallabi, Mirpur",3.0,2.0,2,1050.0,vacant,6000000
dhaka,"Sector 5, Uttara",3.0,3.0,1,1260.0,vacant,7000000
dhaka,"Section 10, Mirpur",3.0,3.0,8,1275.0,vacant,7200000
dhaka,"Section 10, Mirpur",2.0,2.0,2,855.0,vacant,4275000
dhaka,"Outer Circular Road, Shiddheswari",3.0430686406460294,2.8977119784656797,9,2154.0,vacant,32310000
dhaka,"Outer Circular Road, Shiddheswari",3.0430686406460294,2.8977119784656797,8,2154.0,vacant,32310000
dhaka,"Sector 1, Uttara",3.0,3.0,2,1513.0,vacant,13500000
dhaka,"Sector 11, Uttara",3.0,4.0,5,2000.0,vacant,20000000
dhaka,"Outer Circular Road, Shiddheswari",3.0,3.0,1,1175.0,vacant,9987500
dhaka,"Amtola Masjid Goli Road, North Shahjahanpur",3.0,3.0,3,1100.0,vacant,9000000
dhaka,"Section 10, Mirpur",3.0,4.0,1,1637.0,vacant,12000000
dhaka,"Section 12, Mirpur",3.0,3.0,5,1425.0,vacant,11500000
dhaka,"Block I, Bashundhara R-A",3.0,3.0,2,1500.0,vacant,12000000
dhaka,"Section 12, Mirpur",2.0,2.0,3,612.0,vacant,2900000
dhaka,"Section 12, Mirpur",2.0,2.0,1,650.0,vacant,4000000
dhaka,"Block F, Banasree",3.0,3.0,4,1220.0,vacant,9500000
dhaka,"Rayer Bazaar, Hazaribag",2.0,2.0,4,1020.0,vacant,5000000
dhaka,"Block J, Bashundhara R-A",3.0,3.0,2,1310.0,vacant,9825000
dhaka,"Block J, Bashundhara R-A",3.0,3.0,2,1310.0,vacant,12000000
dhaka,"Section 6, Mirpur",2.0,2.0,4,650.0,vacant,2800000
dhaka,"Block C, Bashundhara R-A",4.0,5.0,5,2900.0,vacant,35000000
dhaka,"Section 12, Mirpur",2.0,2.0,7,600.0,vacant,3250000
dhaka,"School Road, Khilkhet",3.0,3.0,7,1125.0,vacant,5925000
dhaka,"Block F, Bashundhara R-A",3.0,4.0,4,2230.0,vacant,21200000
dhaka,"Mirpur DOHS, Mirpur",2.0,2.0,1,1150.0,vacant,8700000
dhaka,"Section 10, Mirpur",3.0,2.0,3,1175.0,vacant,7000000
dhaka,"South Banasree Project, Banasree",3.0,3.0,6,1040.0,vacant,6500000
dhaka,"Block J, Bashundhara R-A",3.0,3.0,6,2060.0,vacant,18540000
dhaka,"Block D, Bashundhara R-A",3.0,3.0,1,1425.0,vacant,19950000
dhaka,"Amtola, Khilkhet",3.0,3.0,7,1280.0,vacant,7680000
dhaka,"Block A, Bashundhara R-A",4.0,4.0,1,2650.0,vacant,21000000
dhaka,"Malibag College Road, Malibagh",3.0,3.0,1,1218.0,vacant,11000000
dhaka,"Malibagh Chowdhury Para, Malibagh",3.0,3.0,5,1475.0,vacant,15000000
dhaka,"Nayatola, Maghbazar",3.0,3.0,5,1500.0,vacant,7300000
dhaka,"Block B, Banasree",3.0,3.0,6,1275.0,vacant,10600000
dhaka,"North Ibrahimpur, Ibrahimpur",2.0,2.0,5,1050.0,vacant,4800000
dhaka,"Dakhshin Para, Mohakhali",2.0,2.0,5,850.0,vacant,5500000
dhaka,"West Agargaon, Agargaon",3.0,4.0,2,1440.0,vacant,7300000
dhaka,"Sector 11, Uttara",2.0,3.0,5,948.0,vacant,7000000
dhaka,"Chandrima Model Town, Mohammadpur",3.0,3.0,9,1920.0,vacant,10500000
dhaka,"Sector 10, Uttara",2.0,2.0,2,900.0,vacant,4800000
dhaka,Keraniganj,2.0,2.0,5,887.0,vacant,3000000
dhaka,"Section 10, Mirpur",3.0,2.0,1,1245.0,vacant,6800000
dhaka,"Section 10, Mirpur",3.0,2.0,2,1180.0,vacant,6500000
dhaka,"Dakkhin Paikpara, Mirpur",3.0,3.0,7,1250.0,vacant,8200000
dhaka,"Dakkhin Paikpara, Mirpur",3.0,3.0,3,1300.0,vacant,8500000
dhaka,"Luxmibazar, Sutrapur",3.0430686406460294,2.8977119784656797,2,307.0,vacant,9210000
dhaka,"Luxmibazar, Sutrapur",3.0430686406460294,2.8977119784656797,2,307.0,vacant,9210000
dhaka,"Luxmibazar, Sutrapur",3.0430686406460294,2.8977119784656797,1,1000.0,vacant,35000000
dhaka,"Ahmed Nagar, Mirpur",3.0,2.0,8,1000.0,vacant,6000000
dhaka,"Dakkhin Paikpara, Mirpur",3.0,3.0,2,1265.0,vacant,8800000
dhaka,"Kadamtali, Shyampur",3.0,3.0,5,1450.0,vacant,7000000
dhaka,"Block F, Bashundhara R-A",3.0,3.0,6,1650.0,vacant,13200000
dhaka,"Block E, Banasree",3.0,3.0,2,1180.0,occupied,7000000
dhaka,"Sector 13, Uttara",3.0,4.0,2,1650.0,vacant,14000000
dhaka,"Dakkhin Paikpara, Mirpur",3.0,3.0,8,1240.0,vacant,8700000
dhaka,Keraniganj,3.0,3.0,1,1504.0,vacant,7100000
dhaka,"Kadamtali, Shyampur",2.0,2.0,5,750.0,vacant,4000000
dhaka,"Kadamtali, Shyampur",2.0,2.0,7,750.0,vacant,3500000
dhaka,"Section 11, Mirpur",3.0430686406460294,2.8977119784656797,1,1980.0,vacant,18000000
dhaka,"Block C, Aftab Nagar",3.0,5.0,2,1585.0,vacant,14000000
dhaka,"Jahuri Moholla, Mohammadpur",3.0,3.0,8,1485.0,vacant,13200000
dhaka,"Section 2, Mirpur",3.0,3.0,5,1545.0,vacant,14000000
dhaka,"Kallyanpur, Mirpur",3.0,3.0,6,1050.0,vacant,8200000
dhaka,"East Shewrapara, Mirpur",16.0,10.0,1,5600.0,vacant,32500000
dhaka,"Bashabo Madartek Road, Bashabo",4.0,4.0,4,1650.0,vacant,9500000
dhaka,"Block I, Bashundhara R-A",4.0,4.0,1,2250.0,vacant,21800000
dhaka,"Kazi Nazrul Islam Avenue, Banglamotors",3.0430686406460294,2.8977119784656797,1,3000.0,vacant,120000000
dhaka,"Block G, Bashundhara R-A",3.0430686406460294,2.8977119784656797,1,2160.0,vacant,34800000
dhaka,"West Mollartek, Dakshin Khan",3.0,3.0,5,1350.0,vacant,8000000
dhaka,"Section 2, Mirpur",3.0,3.0,6,1133.0,vacant,5200000
dhaka,"Middle Paikpara, Mirpur",3.0,3.0,7,980.0,vacant,5500000
dhaka,"Section 11, Mirpur",3.0,3.0,11,1610.0,vacant,13000000
dhaka,"Mirpur DOHS, Mirpur",3.0,3.0,3,1200.0,vacant,10000000
dhaka,"North Kafrul Road, Ibrahimpur",3.0,3.0,9,1120.0,vacant,5040000
dhaka,"Section 11, Mirpur",3.0,3.0,6,1250.0,vacant,8625000
dhaka,"Section 11, Mirpur",3.0,3.0,7,1250.0,vacant,8625000
dhaka,"Section 11, Mirpur",3.0430686406460294,2.8977119784656797,1,1050.0,vacant,19400000
dhaka,"Paikpara, Mirpur",3.0,2.0,7,1100.0,vacant,6500000
dhaka,"Block M, Bashundhara R-A",4.0,4.0,1,2350.0,vacant,19500000
dhaka,"Section 6, Mirpur",2.0,2.0,5,650.0,vacant,3500000
dhaka,"Section 6, Mirpur",2.0,2.0,5,650.0,vacant,3500000
dhaka,"Sector 10, Uttara",3.0,4.0,5,1517.0,vacant,11500000
dhaka,"Ring Road, Shyamoli",4.0,5.0,12,2200.0,vacant,23000000
dhaka,"Section 13, Mirpur",2.0,2.0,6,700.0,vacant,3800000
dhaka,"East Kazipara, Mirpur",13.0,10.0,1,9900.0,vacant,37000000
dhaka,"Block G, Bashundhara R-A",3.0,3.0,5,1722.0,vacant,18200000
dhaka,"Kallyanpur, Mirpur",3.0,3.0,9,1250.0,vacant,7500000
dhaka,"Section 11, Mirpur",3.0,3.0,4,1150.0,vacant,7975000
dhaka,"Ashkona, Dakshin Khan",2.0,2.0,4,900.0,vacant,4600000
dhaka,"Section 1, Mirpur",3.0,3.0,7,1050.0,vacant,6000000
dhaka,"Middle Monipur, Mirpur",3.0,3.0,3,1200.0,vacant,5000000
dhaka,"Block D, Bashundhara R-A",3.0,3.0,1,1400.0,vacant,12500000
dhaka,"Lalkuthi, Mirpur",3.0,3.0,5,1200.0,vacant,6000000
dhaka,"Section 2, Mirpur",4.0,4.0,7,1740.0,vacant,11300000
dhaka,"East Kazipara, Mirpur",3.0,3.0,7,1200.0,vacant,7700000
dhaka,"East Shewrapara, Mirpur",2.0,2.0,1,1000.0,vacant,3500000
dhaka,"Section 12, Mirpur",3.0,3.0,9,1770.0,vacant,9000000
dhaka,"Manikdi, Cantonment",3.0,3.0,3,1250.0,vacant,6000000
dhaka,"Block D, Bashundhara R-A",3.0,3.0,1,1450.0,vacant,12000000
dhaka,"East Kafrul Road, Kafrul",2.0,2.0,8,880.0,vacant,4400000
dhaka,"Sector 12, Uttara",3.0,3.0,4,1375.0,vacant,8400000
dhaka,"1st Colony, Mirpur",3.0,3.0,11,1115.0,vacant,6700000
dhaka,"Baitul Aman Housing Society, Adabor",3.0,2.0,1,1000.0,vacant,6800000
dhaka,"East Monipur, Mirpur",3.0,2.0,1,820.0,vacant,3700000
dhaka,"Pirerbag, Mirpur",3.0,3.0,2,1250.0,vacant,7000000
dhaka,"Section 12, Mirpur",3.0,3.0,3,1400.0,vacant,7500000
dhaka,"Gulshan 1, Gulshan",4.0,4.0,1,3200.0,vacant,58000000
dhaka,"Section 11, Mirpur",3.0,3.0,4,1150.0,vacant,7000000
dhaka,"Section 10, Mirpur",3.0,2.0,1,1140.0,vacant,6100000
dhaka,"North Ibrahimpur, Ibrahimpur",3.0,3.0,9,1500.0,vacant,10800000
dhaka,"Anando Road, Ibrahimpur",3.0,3.0,4,1332.0,vacant,5791500
dhaka,"Anando Road, Ibrahimpur",3.0,3.0,1,1332.0,vacant,7326000
dhaka,"Ibrahimpur Bazar Road, Ibrahimpur",3.0,2.0,6,1150.0,vacant,6500000
dhaka,"Kutum Goli, Agargaon",2.0,2.0,5,980.0,vacant,5390000
dhaka,"PC Culture Housing, Mohammadpur",2.0,2.0,5,900.0,vacant,4950000
dhaka,"Lalasarai Road, Kachukhet",3.0,3.0,5,1250.0,vacant,6000000
dhaka,"Block E, Bashundhara R-A",3.0,4.0,4,1851.0,vacant,13882500
dhaka,"Block J, Bashundhara R-A",3.0,4.0,6,1700.0,vacant,15000000
dhaka,"South Kafrul Road, Kafrul",3.0,3.0,7,1050.0,vacant,6300000
dhaka,"Shahjadpur, Badda",3.0,3.0,1,1475.0,vacant,15550000
dhaka,"Gulshan 1, Gulshan",3.0,3.0,3,2961.0,vacant,52500000
dhaka,"Gawair, Dakshin Khan",2.0,2.0,5,900.0,vacant,3150000
dhaka,"Sector 3, Uttara",3.0,3.0,1,1459.0,vacant,13500000
dhaka,"Block D, Bashundhara R-A",3.0,3.0,5,1500.0,vacant,12500000
dhaka,"Block A, Bashundhara R-A",3.0430686406460294,2.8977119784656797,1,7200.0,vacant,155000000
dhaka,"Block C, Bashundhara R-A",3.0,3.0,6,1350.0,vacant,11600000
dhaka,"Sector 23, Purbachal",3.0430686406460294,2.8977119784656797,1,2160.0,vacant,21000000
dhaka,"Sector 28, Purbachal",3.0430686406460294,2.8977119784656797,1,2880.0,vacant,32000000
dhaka,"Malibagh Chowdhury Para, Malibagh",4.0,4.0,4,1560.0,vacant,11200000
dhaka,"East Kazipara, Mirpur",2.0,2.0,4,850.0,vacant,5000000
dhaka,"Sector 11, Uttara",3.0,3.0,1,1518.0,vacant,12400000
dhaka,"Darussalam, Mirpur",2.0,2.0,3,1100.0,vacant,5500000
dhaka,"Section 11, Mirpur",3.0,3.0,5,1250.0,vacant,7200000
dhaka,"East Monipur, Mirpur",2.0,2.0,4,850.0,vacant,4000000
dhaka,"Section 11, Mirpur",3.0,3.0,5,1200.0,vacant,5800000
dhaka,"Kachukhet Road, Mirpur",3.0,2.0,4,950.0,vacant,5200000
dhaka,"Block D, Bashundhara R-A",3.0,3.0,1,1500.0,vacant,11500000
dhaka,"Salimullah Road, Mohammadpur",3.0,2.0,5,725.0,vacant,4800000
dhaka,"East Kazipara, Mirpur",3.0,3.0,5,1350.0,vacant,6575000
dhaka,"North Ibrahimpur, Ibrahimpur",3.0,3.0,8,1245.0,vacant,5353500
dhaka,"Sector 5, Uttara",3.0,3.0,1,1350.0,vacant,8500000
dhaka,"2nd Colony, Mirpur",3.0,3.0,6,1375.0,vacant,7000000
dhaka,"Rupnagar R/A, Mirpur",2.0,2.0,3,860.0,vacant,4500000
dhaka,"Pirerbag, Mirpur",3.0,2.0,6,1020.0,vacant,6000000
dhaka,"West Monipur, Mirpur",3.0,2.0,5,1050.0,vacant,4725000
dhaka,"East Shewrapara, Mirpur",2.0,2.0,1,950.0,vacant,4275000
dhaka,"Road No 18, Banani",4.0,4.0,1,2450.0,vacant,43000000
dhaka,"Sector 13, Uttara",4.0,5.0,2,2258.0,vacant,28000000
dhaka,"Block G, Bashundhara R-A",3.0,4.0,6,1500.0,vacant,12200000
dhaka,"Bir Uttam Rafiqul Islam Avenue, Badda",3.0430686406460294,2.8977119784656797,10,3226.0,vacant,30000000
dhaka,"Pallabi, Mirpur",3.0,2.0,4,1050.0,vacant,5000000
dhaka,"Section 15, Mirpur",3.0,3.0,5,1872.0,vacant,13500000
dhaka,"Pirerbag, Mirpur",3.0,2.0,3,935.0,vacant,6610000
dhaka,"Ashi Dag Road, Ibrahimpur",2.0,2.0,5,750.0,vacant,3500000
dhaka,"Bazar Road, Dumni",3.0,2.0,1,963.0,vacant,2503800
dhaka,"Bazar Road, Dumni",2.0,2.0,2,951.0,vacant,2472600
dhaka,"Bazar Road, Dumni",3.0,3.0,2,1248.0,vacant,3244800
dhaka,"Block G, Bashundhara R-A",3.0,3.0,4,1550.0,vacant,12500000
dhaka,"Block C, Bashundhara R-A",1.0,1.0,3,350.0,vacant,5500000
dhaka,"Sector 15, Uttara",3.0,3.0,8,1600.0,vacant,16000000
dhaka,"Sector 15, Uttara",3.0,3.0,4,1600.0,vacant,16000000
dhaka,"Sector 13, Uttara",3.0,3.0,3,1800.0,vacant,18000000
dhaka,"Block B, Bashundhara R-A",3.0,3.0,3,1439.0,vacant,13000000
dhaka,"Middle Badda, Badda",3.0,3.0,3,1505.0,vacant,11500000
dhaka,"Sector 11, Uttara",3.0,4.0,3,1605.0,vacant,17000000
dhaka,"Block K, Bashundhara R-A",3.0,3.0,5,1537.0,vacant,14500000
dhaka,"Block D, Aftab Nagar",3.0,3.0,6,1350.0,vacant,9500000
dhaka,"Sector 11, Uttara",3.0,3.0,2,1750.0,vacant,12000000
dhaka,"Block B, Bashundhara R-A",4.0,3.0,7,2000.0,vacant,20000000
dhaka,"Luxmibazar, Sutrapur",3.0430686406460294,2.8977119784656797,2,307.0,vacant,9210000
dhaka,"Luxmibazar, Sutrapur",3.0430686406460294,2.8977119784656797,2,307.0,vacant,9210000
dhaka,"Luxmibazar, Sutrapur",3.0430686406460294,2.8977119784656797,1,1000.0,vacant,35000000
dhaka,"Ahmed Nagar, Mirpur",3.0,2.0,8,1000.0,vacant,6000000
dhaka,"Dakkhin Paikpara, Mirpur",3.0,3.0,2,1265.0,vacant,8800000
dhaka,"Kadamtali, Shyampur",3.0,3.0,5,1450.0,vacant,7000000
dhaka,"South Chalabon, Dakshin Khan",2.0,2.0,7,800.0,vacant,3800000
dhaka,"Mirpur DOHS, Mirpur",3.0,3.0,1,2200.0,vacant,18500000
dhaka,"Ahmed Nagar, Mirpur",3.0,3.0,2,1350.0,vacant,7400000
dhaka,"North Kafrul Rd, Kafrul",2.0,2.0,8,840.0,vacant,5000000
dhaka,"Block N, Bashundhara R-A",3.0430686406460294,2.8977119784656797,1,3600.0,vacant,42000000
dhaka,"Monipuri School Road, Ibrahimpur",3.0,3.0,6,1450.0,vacant,9500000
dhaka,"Sector 17, Purbachal",3.0430686406460294,2.8977119784656797,1,2160.0,vacant,29000000
dhaka,"Ahmed Nagar, Mirpur",3.0,2.0,1,1050.0,vacant,5500000
dhaka,"Taltola, Agargaon",2.0,2.0,3,1050.0,vacant,5000000
dhaka,"Section 6, Mirpur",2.0,2.0,5,650.0,vacant,3200000
dhaka,"Sector 9, Uttara",3.0,3.0,3,1618.0,vacant,12500000
dhaka,"Block I, Bashundhara R-A",3.0430686406460294,2.8977119784656797,1,3600.0,vacant,34000000
dhaka,"Block D, Bashundhara R-A",4.0,4.0,2,2280.0,vacant,25000000
dhaka,"Block E, Bashundhara R-A",3.0,3.0,6,1450.0,vacant,12000000
dhaka,"Section 1, Mirpur",3.0,3.0,2,1290.0,vacant,6500000
dhaka,"Jigatola, Hazaribag",3.0,3.0,1,1300.0,vacant,6000000
dhaka,"Section 10, Mirpur",2.0,2.0,8,772.0,vacant,4300000
dhaka,"Sector 24, Purbachal",3.0430686406460294,2.8977119784656797,1,2160.0,vacant,24500000
dhaka,"Ranavola, Turag",3.0,3.0,7,1495.0,vacant,7000000
dhaka,"Section 12, Mirpur",2.0,2.0,1,650.0,vacant,3500000
dhaka,"Section 12, Mirpur",2.0,2.0,4,650.0,vacant,3200000
dhaka,"Ahmed Nagar, Mirpur",3.0,3.0,6,1200.0,vacant,5500000
dhaka,"Ahmed Nagar, Mirpur",3.0,3.0,5,1200.0,vacant,5500000
dhaka,"Ahmed Nagar, Mirpur",3.0,3.0,1,1200.0,vacant,5500000
dhaka,"South Mollartek, Dakshin Khan",3.0,3.0,9,1475.0,vacant,8850000
dhaka,"Baitul Aman Housing Society, Adabor",3.0,2.0,1,900.0,vacant,4000000
dhaka,"Middle Monipur, Mirpur",3.0,3.0,4,1260.0,vacant,8000000
dhaka,"Riazbag, Khilgaon",3.0,3.0,1,1596.0,vacant,10374000
dhaka,"Block M, Aftab Nagar",3.0,3.0,2,1350.0,vacant,10800000
dhaka,"Sector 18, Uttara",3.0,3.0,2,1657.0,vacant,10500000
