Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,Price_in_taka
"1600 sqft, 3 Beds Under Construction Apartment/Flats for Sale at Uttara Sale",3.0,3.0,,vacant,1600.0,narayanganj-city,"Uttara, Dhaka","৳14,500,000"
"5 katha, Under Development  Residential Plot for Sale at Uttar Khan Sale",,,,vacant,5.0,narayanganj-city,"Uttar Khan, Dhaka","৳9,000,000"
"1356 to 1405 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Khilgaon Sale",3.0,3.0,,vacant,1405.0,narayanganj-city,"Khilgaon, Dhaka","৳7,676,000"
"1400 sqft, 3 Beds Under Construction Land Sharing Flat for Sale at Keraniganj Sale",3.0,3.0,,vacant,1400.0,narayanganj-city,"Keraniganj, Dhaka","৳3,920,000"
"1300 sqft, 3 Beds Ready Apartment for Sale at Basila Sale",3.0,3.0,,vacant,1300.0,narayanganj-city,"Basila, Dhaka","৳6,880,000"
"1230-1400 SFT, WEST SHEWRAPARA/ Metro Station Sale",3.0,3.0,,vacant,1400.0,narayanganj-city,"Shewrapara, Dhaka","৳9,820,000"
"1936 sqft, 4 Beds Ready Apartment/Flats for Sale at Banasree Sale",4.0,4.0,,vacant,1936.0,narayanganj-city,"Banasree, Dhaka","৳17,300,000"
"1200 sqft, 3 Beds Ready Apartment/Flats for Sale at Bashundhara Riverview Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Bashundhara Riverview, Dhaka","৳5,700,000"
"1000 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Keraniganj Sale",3.0,2.0,,vacant,1000.0,narayanganj-city,"Keraniganj, Dhaka","৳4,400,000"
"1100 sqft, 3 Beds Ready Apartment/Flats for Sale at Jatrabari Sale",3.0,2.0,,vacant,1100.0,narayanganj-city,"Jatrabari, Dhaka","৳5,800,000"
"1080 sqft, 3 Beds Upcoming  Apartment/Flats for Sale at Ashulia Sale",3.0,3.0,,vacant,1080.0,narayanganj-city,"Ashulia, Dhaka","৳862,900,000"
"5 katha, Ready  Residential Plot for Sale at Bogura Sale",,,,vacant,5.0,narayanganj-city,"Uposhohor, Bogra","৳10,000,000"
"1850 sqft, 3 Beds Under Construction Apartment/Flats for Sale at Bashundhara R/A Sale",3.0,3.0,,vacant,1850.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳17,600,000"
"1700 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Kallyanpur Sale",3.0,3.0,,vacant,1700.0,narayanganj-city,"Kallyanpur, Dhaka","৳11,900,000"
প্রস্তাবিত মেট্রো স্টেশনের ফ্ল্যাট – বাজার দামের চেয়ে ৪০% কমে! Sale,3.0,3.0,,vacant,1200.0,narayanganj-city,"Savar, Dhaka","৳1,350,000"
"1450 sqft, 3 Beds Upcoming  Apartment/Flats for Sale at Uposhohor Sale",3.0,2.0,,vacant,1450.0,narayanganj-city,"Uposhohor, Bogra","৳5,800,000"
"Flat for Sale at Bosila City, Mohammafpur Sale",3.0,2.0,,vacant,915.0,narayanganj-city,"Basila, Dhaka","৳4,758,000"
"1500 sqft, 3 Beds Ready Apartment/Flats for Sale at Bashundhara R/A Sale",3.0,3.0,,vacant,1600.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳12,300,000"
"3 katha, Ready  Residential Plot for Sale at Tongi Sale",,,,vacant,3.0,narayanganj-city,"Tongi, Gazipur",৳40
"2850 sqft, 4 Beds Under Construction Apartment/Flats for Sale at Jolshiri Abason Sale",4.0,5.0,,vacant,2850.0,narayanganj-city,"Jolshiri Abason, Dhaka","৳29,900,000"
"2077 sqft, 4 Beds Ready Apartment/Flats for Sale at Bashundhara R/A Sale",4.0,5.0,,vacant,2077.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳20,900,000"
Luxurious 1100 Sqft Apartment for Sale at Uttara View Ashulia Model Town Sale,3.0,3.0,,vacant,1100.0,narayanganj-city,"Ashulia, Dhaka","৳4,400,000"
"2750 sqft, 4 Beds Upcoming  Apartment/Flats for Sale at Jolshiri Abason Sale",4.0,4.0,,vacant,2750.0,narayanganj-city,"Jolshiri Abason, Dhaka","৳27,500,000"
"3 katha, Ready  Residential Plot for Sale at Bashundhara R/A Sale",,,,vacant,3.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳27,000,000"
"5 katha, Under Development  Residential Plot for Sale at Narayangonj Sadar Sale",,,,vacant,5.0,narayanganj-city,"Narayangonj Sadar, Narayanganj","৳2,500,000"
1300 sqft  3 Beds Apartment/Flats for Sale at Mirpur 12 Block D Sale,3.0,3.0,,vacant,1300.0,narayanganj-city,"Mirpur 12, Dhaka","৳10,100,000"
"1200 sqft, 3 Beds Almost Ready Flats for Sale at Dhanmondi Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Dhanmondi, Dhaka","৳9,850,000"
"2000 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Mirpur DOHS Sale",3.0,4.0,,vacant,2000.0,narayanganj-city,"Mirpur DOHS, Dhaka","৳28,300,000"
ফ্ল্যাট উঠেও কিস্তি চালাতে পারবেন Sale,3.0,3.0,,vacant,1250.0,narayanganj-city,"Keraniganj, Dhaka","৳3,888,000"
"1170 sqft, 3 Beds Used Apartment/Flats for Sale at Cantonment Sale",3.0,2.0,,vacant,1170.0,narayanganj-city,"Cantonment, Dhaka","৳7,020,000"
"1120 sqft, 3 Beds Ready Apartment/Flats for Sale at Dhanmondi Sale",3.0,2.0,,vacant,1120.0,narayanganj-city,"Dhanmondi, Dhaka","৳11,800,000"
"650 sqft, 2 Beds Ready Apartment/Flats for Sale at Banasree Sale",2.0,2.0,,vacant,650.0,narayanganj-city,"Banasree, Dhaka","৳5,200,000"
"1700 sqft, 4 Beds Ready Apartment/Flats for Sale at Uttara Sale",4.0,3.0,,vacant,1700.0,narayanganj-city,"Uttara, Dhaka","৳12,000,000"
"1350 sqft, 3 Beds Ready Flats for Sale at Agrabad Sale",3.0,3.0,,vacant,1350.0,narayanganj-city,"Agrabad, Chittagong","৳5,400,000"
"1860 sqft, 4 Beds Almost Ready Apartment/Flats for Sale at Khilgaon Sale",4.0,3.0,,vacant,1860.0,narayanganj-city,"Khilgaon, Dhaka","৳15,000,000"
"1200 sqft, Office Space for Rent at Dhanmondi Rent",,,,vacant,1200.0,narayanganj-city,"Dhanmondi, Dhaka","৳44,000"
"1332 sqft, 3 Beds Used Apartment/Flats for Sale at Bashundhara R/A Sale",3.0,3.0,,vacant,1332.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳1,731,600,000"
"2160 sqft, 4 Beds Ready Apartment/Flats for Sale at Moghbazar Sale",4.0,4.0,,vacant,2160.0,narayanganj-city,"Moghbazar, Dhaka","৳25,900,000"
"887 sqft, 2 Beds Ready Apartment/Flats for Sale at Uttara Sale",2.0,2.0,,vacant,887.0,narayanganj-city,"Uttara, Dhaka","৳7,103,000"
"1550 sqft, 3 Beds Ready Apartment/Flats for Sale at Mirpur 12 Sale",3.0,3.0,,vacant,1550.0,narayanganj-city,"Mirpur 12, Dhaka","৳9,025,000"
"2250 sqft, 4  Beds  Apartment/Flats for Rent at Chawk Bazar Rent",4.0,5.0,,vacant,2249.0,narayanganj-city,"Chawk Bazar, Chittagong",৳60
"980 sqft, 3 Beds Used Apartment/Flats for Sale at Uposhohor Sale",3.0,2.0,,vacant,980.0,narayanganj-city,"Uposhohor, Bogra","৳1,666,000"
"4 katha, Ready  Residential Plot for Sale at Bashundhara R/A Sale",,,,vacant,4.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳4,000,000"
"1780 sqft, 3 Beds Ready Apartment/Flats for Sale at Moghbazar Sale",3.0,4.0,,vacant,1780.0,narayanganj-city,"Moghbazar, Dhaka","৳17,700,000"
"360 sqft, Showroom/Shop/Restaurant for Rent at Banasree Rent",,,,vacant,360.0,narayanganj-city,"Banasree, Dhaka","৳55,000"
"1200 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Khilgaon Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Khilgaon, Dhaka","৳6,000,000"
"1195 sqft, 3 Beds Ready Apartment/Flats for Sale at Khilgaon Sale",3.0,3.0,,vacant,1195.0,narayanganj-city,"Khilgaon, Dhaka","৳5,100,000"
"1200 sqft, 3 Beds Ready Apartment/Flats for Sale at Mohammadpur (3 min walking distance from Mohammadpur Bus Stand) Sale",3.0,2.0,,vacant,1200.0,narayanganj-city,"Mohammadpur, Dhaka","৳8,400,000"
"1590 sqft, 4  Beds  Apartment/Flats for Rent at Badda Rent",4.0,3.0,,vacant,1590.0,narayanganj-city,"Badda, Dhaka","৳21,000"
"1800 sqft, 3  Beds  Apartment/Flats for Rent at Bashundhara R/A Rent",3.0,5.0,,vacant,1800.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳12,000"
"1020 sqft, 3 Beds Ready Apartment/Flats for Sale at Uttara Sale",3.0,2.0,,vacant,1020.0,narayanganj-city,"Uttara, Dhaka","৳5,049,000"
1 Bed 1 Bath Ocean View Room for Sale at Sea Pearl Resort Cox's Bazaar Sale,1.0,1.0,,vacant,600.0,narayanganj-city,"Himchori, Coxs Bazar","৳15,000,000"
"5 katha, Ready  Residential Plot for Sale at Bashundhara R/A Sale",,,,vacant,5.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳42,500,000"
"1200 sqft, 3 Beds Under Construction Apartment/Flats for Sale at Lalbag Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Lalbag, Dhaka","৳6,900,000"
"Flat for Rent at Agargaon-1730 sqft, 4 Beds Apartment Rent",4.0,4.0,,vacant,1730.0,narayanganj-city,"Agargaon, Dhaka","৳5,000"
"2200 sqft, 4  Beds  Apartment/Flats for Rent at Mirpur 12 Rent",4.0,4.0,,vacant,2200.0,narayanganj-city,"Mirpur 12, Dhaka",৳2
"1800 sqft, 4  Beds  Apartment/Flats for Rent at Pallabi Rent",4.0,3.0,,vacant,1800.0,narayanganj-city,"Pallabi, Dhaka","৳38,000"
"3 katha, Ready  Residential Plot for Sale at Bashundhara, R/A, Block - L,  plot no 734 Sale",,,,vacant,3.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳19,500,000"
"1482 sqft, 4 Beds Ready Apartment/Flats for Sale at Savar Sale",4.0,4.0,,vacant,1482.0,narayanganj-city,"Savar, Dhaka","৳7,409,999"
"1750 sqft, 3  Beds  Apartment/Flats for Rent at Dhanmondi Rent",3.0,4.0,,vacant,1750.0,narayanganj-city,"Dhanmondi, Dhaka","৳40,000"
"1375 sqft, 3 Beds Ready Apartment/Flats for Sale at Gupibag Sale",3.0,3.0,,vacant,1375.0,narayanganj-city,"Gupibag, Dhaka","৳13,100,000"
"4.64 katha, Ready  Residential Land for Sale at Lalbag Sale",,,,vacant,5.0,narayanganj-city,"Lalbag, Dhaka","৳125,000,000"
"1350 sqft, 3  Beds  Flats for Rent at Gazipur Sadar Rent",3.0,3.0,,vacant,1350.0,narayanganj-city,"Gazipur Sadar, Gazipur","৳15,000"
"1170 sqft, 3 Beds South Facing Apartment/Flats for Sale at South Badda Sale",3.0,3.0,,vacant,1170.0,narayanganj-city,"Badda, Dhaka","৳8,483,000"
"963 sqft, 2 Beds Ready Apartment/Flats for Sale at Dhanmondi Sale",2.0,2.0,,vacant,963.0,narayanganj-city,"Dhanmondi, Dhaka","৳1,220,000,000"
"2157 sqft, 3  Beds  Apartment/Flats for Rent at Dhanmondi Rent",3.0,3.0,,vacant,2157.0,narayanganj-city,"Dhanmondi, Dhaka","৳55,000"
"পাইন সিটি পূর্বাচলে বিশেষ ছাড়ে ৩, ৫, ১০ কাঠার প্লট বুকিং চলছে Sale",,,,vacant,5.0,narayanganj-city,"Purbachal, Dhaka","৳3,000,000"
"10 katha, Ready  Residential Plot for Sale at Banikpara, Daulatpur, Khulna. Sale",,,,vacant,10.0,narayanganj-city,"Khan Jahan Ali, Khulna","৳8,500,000"
"2250 sqft, 4 Beds Used Apartment/Flats for Sale at Panchlaish Sale",4.0,4.0,,vacant,2250.0,narayanganj-city,"Panchlaish, Chittagong","৳19,100,000"
"1515 sqft, 4 Beds Almost Ready Apartment/Flats for Sale at Basabo Sale",4.0,3.0,,vacant,1515.0,narayanganj-city,"Basabo, Dhaka","৳6,563,000"
650 sqft Ready Flats Sale at Mirpur 1 Sale,3.0,2.0,,vacant,650.0,narayanganj-city,"Mirpur 1, Dhaka","৳3,250,000"
"1200 sqft, 3 Beds Ready Apartment/Flats for Sale at Mirpur 11 Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Mirpur 11, Dhaka","৳7,220,000"
"22000 sqft, 4 Beds Ready Apartment/Flats for Sale at Mirpur DOHS Sale",4.0,4.0,,vacant,22000.0,narayanganj-city,"Mirpur DOHS, Dhaka","৳187,800,000"
"1450 sqft, 3  Beds  Apartment/Flats for Rent at Mirpur 1 Rent",3.0,3.0,,vacant,1450.0,narayanganj-city,"Mirpur 1, Dhaka","৳17,000"
"6 katha, Ready  Commercial Plot for Sale at Uttara Sale",,,,vacant,6.0,narayanganj-city,"Uttara, Dhaka","৳129,600,000"
Independent House for Rent at Uttara 7 Rent,6.0,6.0,,vacant,6500.0,narayanganj-city,"Uttara, Dhaka","৳200,000"
"7000 sqft, 5  Beds  Independent House for Rent at Uttara Rent",5.0,5.0,,vacant,7000.0,narayanganj-city,"Uttara, Dhaka","৳250,000"
"10 katha, Ready  Residential Plot for Sale at Uttara 17 Sale",,,,vacant,10.0,narayanganj-city,"Uttara, Dhaka","৳65,000,000"
"1250 sqft, 3  Beds  Apartment/Flats for Rent at Badda Rent",3.0,3.0,,vacant,1250.0,narayanganj-city,"Badda, Dhaka","৳33,000"
"1450 sqft, 3 Beds Ready Apartment/Flats for Sale at Aftab Nagar Sale",3.0,3.0,,vacant,1450.0,narayanganj-city,"Aftab Nagar, Dhaka","৳13,000,000"
"1206 sqft, 3  Beds  Flats for Rent at Pirerbag Rent",3.0,3.0,,vacant,1206.0,narayanganj-city,"Pirerbag, Dhaka","৳3,500"
"1708 sqft, 3 Beds Ready Apartment/Flats for Sale at Mirpur 14 Sale",3.0,3.0,,vacant,1708.0,narayanganj-city,"Mirpur 14, Dhaka","৳15,300,000"
"1448 sqft, 3 Beds Ready Apartment/Flats for Sale at Mirpur 12 Baigertek Sale",3.0,3.0,,vacant,1448.0,narayanganj-city,"Mirpur 12, Dhaka","৳8,905,000"
"500 sqft, 1 Bed Used Apartment/Flats for Sale at Mirpur 14 Sale",1.0,2.0,,vacant,500.0,narayanganj-city,"Mirpur 14, Dhaka","৳2,500,000"
"200 sqft, Ready  Showroom/Shop/Restaurant for Sale at Mirpur 12 Sale",,,,vacant,,narayanganj-city,"Mirpur 12, Dhaka","৳4,000,000"
"2170 sqft, 4  Beds  Apartment/Flats for Rent at Uttara Rent",4.0,4.0,,vacant,2200.0,narayanganj-city,"Uttara, Dhaka","৳60,000"
"1500 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Uttar Khan Sale",3.0,3.0,,vacant,1500.0,narayanganj-city,"Uttar Khan, Dhaka","৳7,500,000"
"1200 sqft, 3 Beds Ready Apartment/Flats for Sale at Rayerbazar Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Rayerbazar, Dhaka","৳8,400,000"
৯০ শতক জমি বিক্রয় হবে Sale,,,,vacant,18.0,narayanganj-city,"sadar, Mymensingh","৳11,700,000"
"1600 sqft, 4 Beds Almost Ready Apartment/Flats for Sale at Rupnagar Sale",4.0,4.0,,vacant,1600.0,narayanganj-city,"Rupnagar, Dhaka","৳11,200,000"
"15 sqft, Almost Ready  Hotel and Resort for Sale at Kolatoli Sale",,,,vacant,,narayanganj-city,"Kolatoli, Coxs Bazar","৳500,000"
"1300 sqft, 3 Beds Ready Apartment/Flats for Sale at Khilgaon Sale",3.0,3.0,,vacant,1300.0,narayanganj-city,"Khilgaon, Dhaka","৳12,500,000"
"1400 sqft, 3  Beds  Apartment/Flats for Rent at Uttara Rent",3.0,3.0,,vacant,1400.0,narayanganj-city,"Uttara, Dhaka","৳23,000"
"1080 sqft, 3 Beds Ready Apartment/Flats for Sale at Matuail Sale",3.0,2.0,,vacant,1080.0,narayanganj-city,"Matuail, Dhaka","৳4,212,000"
"1100 sqft, 3 Beds Ready Apartment/Flats for Sale at Basila Sale",3.0,3.0,,vacant,1100.0,narayanganj-city,"Basila, Dhaka","৳4,400,000"
"1150 sqft, 3 Beds Ready Apartment/Flats for Sale at Basila Sale",3.0,3.0,,vacant,1150.0,narayanganj-city,"Basila, Dhaka","৳8,740,000"
"1600 sqft, 3  Beds  Apartment/Flats for Rent at Dhanmondi Rent",3.0,4.0,,vacant,1600.0,narayanganj-city,"Dhanmondi, Dhaka","৳36,000"
"1160 sqft, 3 Beds Used Apartment/Flats for Sale at Banasree Sale",3.0,2.0,,vacant,1160.0,narayanganj-city,"Banasree, Dhaka","৳7,540,000"
"3200 sqft, Ready  Office Space for Sale at Dhanmondi Sale",,,,vacant,,narayanganj-city,"Dhanmondi, Dhaka","৳81,600,000"
"1800 sqft, 3  Beds  Apartment/Flats for Rent at Sonadanga Rent",3.0,3.0,,vacant,1800.0,narayanganj-city,"Sonadanga, Khulna","৳5,500"
"820 sqft, 2  Beds  Apartment/Flats for Rent at Rupnagar Rent",2.0,2.0,,vacant,820.0,narayanganj-city,"Rupnagar, Dhaka","৳1,000"
"3600 sqft, 4  Beds  Apartment/Flats for Rent at Uttara Rent",4.0,4.0,,vacant,3600.0,narayanganj-city,"Uttara, Dhaka","৳324,000"
"12 katha, Ready  Commercial Plot for Sale at Konabari, kashimpur, baghbari Sale",,,,vacant,105.0,narayanganj-city,"Konabari, Gazipur","৳105,000,000"
"3000 sqft, 3  Beds  Apartment/Flats for Rent at Gulshan 02 Rent",3.0,3.0,,vacant,3000.0,narayanganj-city,"Gulshan 02, Dhaka","৳204,000"
"3 katha, Ready  Residential Plot for Sale at Bashundhara R/A Sale",,,,vacant,3.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳19,500,000"
"1500 sqft, 3  Beds  Apartment/Flats for Rent at Dhanmondi Rent",3.0,3.0,,vacant,1600.0,narayanganj-city,"Dhanmondi, Dhaka","৳39,000"
"4 katha, Ready  Residential Plot for Sale in Niloy Residential Area Sale",,,,vacant,4.0,narayanganj-city,"Gazipur Sadar, Gazipur","৳4,800,000"
"1290 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Shantinagar Sale",3.0,3.0,,vacant,1290.0,narayanganj-city,"Shantinagar, Dhaka","৳9,185,000"
"2488 sqft, 4 Beds Used Apartment/Flats for Sale at Bashundhara R/A Sale",4.0,4.0,,vacant,2488.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳23,600,000"
"1000 sqft, 3 Beds Ready Apartment/Flats for Sale at Shewrapara Sale",3.0,2.0,,vacant,1000.0,narayanganj-city,"Shewrapara, Dhaka","৳4,200,000"
"43 katha, Ready  Agriculture/Farm Land for Sale at sadar Sale",,,,vacant,43.0,narayanganj-city,"sadar, Mymensingh","৳430,000"
"1550 sqft, 3 Beds Under Development Apartment/Flats for Sale at Aftab Nagar Sale",3.0,3.0,,vacant,1550.0,narayanganj-city,"Aftab Nagar, Dhaka","৳10,100,000"
"950 sqft, 3 Beds Ready Apartment/Flats for Sale at Mirpur 2 Sale",3.0,2.0,,vacant,950.0,narayanganj-city,"Mirpur 2, Dhaka","৳5,225,000"
"127000 katha, Commercial Plot for Rent at Demra Rent",,,,vacant,127000.0,narayanganj-city,"Demra, Dhaka","৳2,540,000"
"1872 sqft, 3 Beds Ready Apartment/Flats for Sale at Mirpur 13 Sale",3.0,4.0,,vacant,1872.0,narayanganj-city,"Mirpur 13, Dhaka","৳16,100,000"
"3000 sqft, 4 Beds Ready Apartment/Flats for Sale at Gulshan 02 Sale",4.0,4.0,,vacant,3000.0,narayanganj-city,"Gulshan 02, Dhaka","৳45,900,000"
"2200 sqft, Ready  Showroom/Shop/Office for Rent @ Uttara Sector 7 Rent",,,,vacant,2200.0,narayanganj-city,"Uttara, Dhaka","৳176,000"
"2250 sqft, 4  Beds  Apartment/Flats for Rent at Bashundhara R/A Rent",4.0,4.0,,vacant,2250.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳81,036"
"7500 sqft, 6  Beds  Independent House for Rent at Mohammadpur Rent",6.0,6.0,,vacant,7500.0,narayanganj-city,"Mohammadpur, Dhaka","৳350,000"
"1150 sqft, 3  Beds  Apartment/Flats for Rent at Monipuripara Rent",3.0,3.0,,vacant,1150.0,narayanganj-city,"Monipuripara, Dhaka","৳41,000"
"6 katha, Ready  Residential Plot for Sale at Lobon Chora Sale",,,,vacant,6.0,narayanganj-city,"Lobon Chora, Khulna","৳4,200,000"
"1910 sqft, 3  Beds  Apartment/Flats for Rent at Uttara Rent",3.0,4.0,,vacant,1910.0,narayanganj-city,"Uttara, Dhaka","৳45,000"
"3 katha, Ready  Residential Plot for Sale at Sagufta Housing Sale",,,,vacant,3.0,narayanganj-city,"Mirpur DOHS, Dhaka","৳15,000,000"
"950 sqft, 2 Beds Ready Apartment/Flats for Sale at Dhanmondi Sale",2.0,2.0,,vacant,950.0,narayanganj-city,"Dhanmondi, Dhaka","৳8,550,000"
"1300 sqft, 3 Beds Ready Apartment/Flats for Sale at Shahporan Sale",3.0,2.0,,vacant,1300.0,narayanganj-city,"Shahporan , Sylhet","৳6,500,000"
"710 sqft, 2 Beds Ready Apartment/Flats for Sale at Narinda Sale",2.0,2.0,,vacant,710.0,narayanganj-city,"Narinda, Dhaka","৳3,053,000"
"1050 sqft, 3 Beds Ready Apartment/Flats for Sale at Jatrabari Sale",3.0,2.0,,vacant,1050.0,narayanganj-city,"Jatrabari, Dhaka","৳4,515,000"
"800 sqft, 2 Beds Ready Apartment/Flats for Sale at Malibag Sale",2.0,1.0,,vacant,800.0,narayanganj-city,"Malibag, Dhaka","৳22,000"
"1200 sqft, 3  Beds  Apartment/Flats for Rent at Motijheel Rent",3.0,2.0,,vacant,1200.0,narayanganj-city,"Motijheel, Dhaka","৳18,000"
"6 katha, Residential Plot for Rent at Mohammadpur Rent",,,,vacant,6.0,narayanganj-city,"Mohammadpur, Dhaka","৳35,000"
"5300 sqft, Ready  Office Space for Sale at Dhanmondi Sale",,,,vacant,,narayanganj-city,"Dhanmondi, Dhaka","৳663,000"
"124 sqft, 2  Beds  Apartment/Flats for Rent at Agargaon Rent",2.0,3.0,,vacant,124.0,narayanganj-city,"Agargaon, Dhaka","৳1,200"
"1300 sqft, 3 Beds Under Construction Apartment/Flats for Sale at Ashkona Sale",3.0,3.0,,vacant,1300.0,narayanganj-city,"Ashkona, Dhaka","৳5,590,000"
"1210 sqft, 3 Beds Under Construction Apartment/Flats for Sale at Rampura Sale",3.0,3.0,,vacant,1210.0,narayanganj-city,"Rampura, Dhaka","৳7,218,000"
"1550 sqft, 3 Beds Almost Ready Land Sharing Flat for Sale at Mirpur 1 Rent",3.0,3.0,,vacant,1550.0,narayanganj-city,"Mirpur 1, Dhaka","৳8,525,000"
"5 katha, Under Construction  Residential Plot for Sale at Jolshiri Abason Sale",,,,vacant,5.0,narayanganj-city,"Jolshiri Abason, Dhaka","৳65,000,000"
"1290 sqft, 3  Beds  Apartment/Flats for Rent at Dhanmondi Rent",3.0,3.0,,vacant,1290.0,narayanganj-city,"Dhanmondi, Dhaka","৳6,000"
"200 sqft, 3  Beds  Apartment/Flats for Rent at Eskaton Rent",3.0,4.0,,vacant,2000.0,narayanganj-city,"Eskaton, Dhaka","৳55,000"
"1600 sqft, 3  Beds  Apartment/Flats for Rent at Bashundhara R/A Rent",3.0,3.0,,vacant,1500.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳5,000"
"1500 sqft, 3  Beds  Apartment/Flats for Rent at Bashundhara R/A Rent",3.0,3.0,,vacant,1500.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳35,000"
"1550 sqft, 3  Beds  Apartment/Flats for Rent at Bashundhara R/A Rent",3.0,3.0,,vacant,1550.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳35,000"
"1800 sqft, 3 Beds Ready Apartment/Flats for Sale at Mohammadpur Sale",3.0,4.0,,vacant,1800.0,narayanganj-city,"Mohammadpur, Dhaka","৳12,000,000"
"1200 sqft, 3 Beds Ready Apartment/Flats for Sale at Demra Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Demra, Dhaka","৳7,200,000"
"6 katha, Ready  Residential Plot for Sale at Uttara Sale",,,,vacant,6.0,narayanganj-city,"Uttara, Dhaka","৳450,000,000"
"1730 sqft, 3 Beds Almost Ready Apartment/Flats for Sale at Mirpur DOHS Sale",3.0,3.0,,vacant,1730.0,narayanganj-city,"Mirpur DOHS, Dhaka","৳23,700,000"
"Apartment for Rent Near Airport, Uttara, Dhaka Rent",3.0,3.0,,vacant,2200.0,narayanganj-city,"Uttara, Dhaka","৳57,000"
"931 sqft, 2 Beds Ready Apartment/Flats for Sale at Dhanmondi Sale",2.0,2.0,,vacant,931.0,narayanganj-city,"Dhanmondi, Dhaka","৳8,286,000"
"5 katha, Used  Commercial Plot for Sale at Kawran Bazar Sale",,,,vacant,5.0,narayanganj-city,"Kawran Bazar, Dhaka","৳60,000,000"
"1200 sqft, 3 Beds Ready Apartment/Flats for Sale at Trimohoni Bus Stand (Main Road) Sale",3.0,3.0,,vacant,1200.0,narayanganj-city,"Khilgaon, Dhaka","৳9,360,000"
"Full Furnished 1560 sqft, 3-Bed Apartment for Rent at Uttara Sector 3 Rent",3.0,3.0,,vacant,1560.0,narayanganj-city,"Uttara, Dhaka","৳60,000"
"650 sqft, 2 Beds Ready Apartment/Flats for Sale at Kalshi Sale",2.0,2.0,,vacant,650.0,narayanganj-city,"Kalshi, Dhaka","৳4,000,000"
"10 katha, River View Ready Plot for Sale Sale",,,,vacant,10.0,narayanganj-city,"Ashulia, Dhaka","৳12,500,000"
"5 katha, Ready  Residential Plot for Sale at Uttara Sale",,,,vacant,5.0,narayanganj-city,"Uttara, Dhaka","৳70,000,000"
"28 acres land, Upcoming   Commercial Plot Sale at Boalkhali Sale",,,,vacant,1680.0,narayanganj-city,"Boalkhali, Chittagong","৳128,800,000"
"5 katha, Almost Ready  Residential Plot for Sale at Purbachal Sale",,,,vacant,5.0,narayanganj-city,"Purbachal, Dhaka","৳25,000,000"
"3,5,10,20 katha, Under Development  Residential Plot for Sale at Purbachal Sec-27 Sale",,,,vacant,5.0,narayanganj-city,"Purbachal, Dhaka","৳3,500,000"
"12 katha, Ready  Residential Plot for Sale at Gazipur Sadar Sale",,,,vacant,12.0,narayanganj-city,"Gazipur Sadar, Gazipur",৳216
"2770 sqft, 4  Beds  Apartment/Flats for Rent at Bashundhara R/A Rent",4.0,5.0,,vacant,2770.0,narayanganj-city,"Bashundhara R/A, Dhaka","৳45,000"
"1260 sqft, 3 Beds Upcoming  Apartment/Flats for Sale at Agargaon Sale",3.0,3.0,,vacant,1260.0,narayanganj-city,"Agargaon, Dhaka","৳5,670,000"
"1400 sqft, 3 Beds Ready Apartment/Flats for Sale at Khilkhet Sale",3.0,3.0,,vacant,1400.0,narayanganj-city,"Khilkhet, Dhaka","৳8,400,000"
"3 katha, Ready  Residential Plot for Sale at Khandar Sale",,,,vacant,3.0,narayanganj-city,"Khandar, Bogra","৳5,400,000"
"1754 sqft, 4  Beds  Apartment/Flats for Rent at Dhanmondi Rent",4.0,4.0,,vacant,1754.0,narayanganj-city,"Dhanmondi, Dhaka","৳8,000"
"1445 sqft, 3  Beds  Apartment/Flats for Rent at Mirpur 12 Rent",3.0,3.0,,vacant,1445.0,narayanganj-city,"Mirpur 12, Dhaka",৳30
