Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,Price_in_taka
,3.0,3.0,7.0,vacant,1253.0,chattogram,"Dewan Bazar, Bakalia","৳5,638,500"
,7.0,8.0,1.0,vacant,11000.0,chattogram,"South Khulshi, Khulshi","৳45,000,000"
,3.32054794520548,3.199086757990868,6.0,vacant,150.0,chattogram,"CDA Avenue, Sholokbahar","৳3,100,000"
,3.0,3.0,6.0,vacant,1300.0,chattogram,"South Khulshi, Khulshi","৳9,700,000"
,3.32054794520548,3.199086757990868,1.0,occupied,1564.5138504155125,chattogram,"Proshanti R/A, 10 No. North Kattali Ward","৳8,500,000"
,3.0,3.0,3.0,vacant,1320.0,chattogram,"CDA Avenue, 7 No. West Sholoshohor Ward","৳7,000,000"
,3.0,3.0,5.0,vacant,1100.0,chattogram,"19 No. South Bakalia Ward, Bakalia","৳5,500,000"
,3.0,3.0,3.0,vacant,1612.0,chattogram,"Rahmatganj, Jamal Khan","৳12,000,000"
,3.0,3.0,7.0,vacant,965.0,chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward","৳5,200,000"
,3.0,3.0,7.0,vacant,2200.0,chattogram,"26 No. North Halishahar Ward, Halishahar","৳12,100,000"
,3.32054794520548,3.199086757990868,1.0,vacant,169.0,chattogram,"39 No. South Halishahar Ward, Halishahar","৳5,175,000"
,3.0,3.0,6.0,vacant,1250.0,chattogram,"26 No. North Halishahar Ward, Halishahar","৳7,500,000"
,3.0,3.0,1.0,vacant,1400.0,chattogram,"Mohammad Pur Road, 7 No. West Sholoshohor Ward","৳8,500,000"
,3.0,3.0,4.0,vacant,1200.0,chattogram,"37 No. North-Middle Halishahar Ward, Halishahar","৳4,500,000"
,3.0,4.0,3.0,vacant,2100.0,chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward","৳16,000,000"
,3.32054794520548,3.199086757990868,4.0,vacant,150.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,000,000"
,3.32054794520548,3.199086757990868,3.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,375,000"
,3.32054794520548,3.199086757990868,5.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,375,000"
,3.0,3.0,6.0,vacant,1600.0,chattogram,"Foys Lake, 9 No. North Pahartali Ward","৳7,000,000"
,3.0,3.0,6.0,vacant,1240.0,chattogram,"Foys Lake, 9 No. North Pahartali Ward","৳5,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,120.0,chattogram,"Sadarghat Road, 33 No. Firingee Bazaar Ward","৳2,500,000"
,3.0,3.0,4.0,vacant,1050.0,chattogram,"Ashkar Dighir Par, Jamal Khan","৳7,000,000"
,3.0,3.0,3.0,vacant,1270.0,chattogram,"Majhirghat Road, 30 No. East Madarbari Ward","৳6,604,000"
,3.0,3.0,1.0,vacant,1350.0,chattogram,"Bangla Bazar, Bayazid","৳6,000,000"
,4.0,4.0,1.0,vacant,2252.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward","৳11,260,000"
,3.0,3.0,1.0,vacant,1350.0,chattogram,10 No. North Kattali Ward,"৳6,831,000"
,4.0,5.0,8.0,vacant,2500.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward","৳17,500,000"
,4.0,5.0,8.0,vacant,2540.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳29,210,000"
,4.0,5.0,8.0,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳29,095,000"
,4.0,5.0,7.0,vacant,2622.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳30,153,000"
,4.0,5.0,7.0,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳29,095,000"
,3.0,2.0,1.0,vacant,1300.0,chattogram,"Chadra Nagar, Bayazid","৳5,800,000"
,3.0,3.0,7.0,vacant,1300.0,chattogram,"Hamjarbag, 7 No. West Sholoshohor Ward","৳8,200,000"
,3.0,3.0,2.0,vacant,1600.0,chattogram,"South Khulshi, Khulshi","৳10,000,000"
,3.0,3.0,2.0,vacant,1240.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳7,000,000"
,21.0,10.0,0.0,vacant,13300.0,chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward","৳105,000,000"
,4.0,4.0,1.0,vacant,2600.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳18,500,000"
,4.0,5.0,4.0,vacant,2410.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward","৳15,500,000"
,3.0,2.0,1.0,vacant,850.0,chattogram,"Bangla Bazar, Bayazid","৳3,900,000"
,3.0,3.0,1.0,vacant,1455.0,chattogram,"Shahid Saifuddin Khaled Road, Jamal Khan","৳12,500,000"
,3.0,3.0,5.0,vacant,1460.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward","৳8,100,000"
,3.0,4.0,4.0,vacant,1756.0,chattogram,"Polytechnic, Bayazid","৳9,000,000"
,3.0,3.0,7.0,vacant,1580.0,chattogram,"Patharghata, Kotwali","৳7,200,000"
,3.32054794520548,3.199086757990868,11.0,vacant,4000.0,chattogram,"Commerce College Road, Double Mooring","৳58,000,000"
,3.0,3.0,6.0,vacant,1744.0,chattogram,"Badurtala, Sholokbahar","৳8,700,000"
,2.0,2.0,5.0,vacant,966.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳3,800,000"
,3.32054794520548,3.199086757990868,1.0,vacant,3000.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳30,000,000"
,3.0,3.0,5.0,vacant,1750.0,chattogram,"25 No. Rampur Ward, Double Mooring","৳9,500,000"
,3.0,3.0,5.0,vacant,1459.0,chattogram,"24 No. North Agrabad Ward, Double Mooring","৳8,462,200"
,3.0,3.0,2.0,vacant,1415.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳5,820,000"
,2.0,2.0,3.0,vacant,854.0,chattogram,"17 No West Bakalia Ward, Bakalia","৳4,500,000"
,3.0,3.0,4.0,vacant,1520.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳16,000,000"
,3.0,3.0,5.0,vacant,1575.0,chattogram,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward","৳14,014,000"
,3.0,4.0,2.0,vacant,1485.0,chattogram,"Jubilee Road, 22 No. Enayet Bazaar Ward","৳12,000,000"
,3.0,3.0,1.0,vacant,1430.0,chattogram,"17 No West Bakalia Ward, Bakalia","৳6,600,000"
,3.0,3.0,2.0,vacant,1485.0,chattogram,"Proshanti R/A, 10 No. North Kattali Ward","৳8,000,000"
,3.0,3.0,7.0,vacant,1664.0,chattogram,"Masjid Lane, 15 No. Bagmoniram Ward","৳9,200,000"
,3.0,4.0,6.0,vacant,1800.0,chattogram,"Nasirabad, Bayazid","৳12,500,000"
,3.0,5.0,12.0,vacant,2000.0,chattogram,"Nasirabad, Bayazid","৳13,000,000"
,3.0,3.0,5.0,vacant,1500.0,chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward","৳6,000,000"
,3.0,3.0,6.0,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳6,280,000"
,3.0,3.0,4.0,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳6,280,000"
,3.0,3.0,5.0,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳5,340,000"
,3.0,3.0,4.0,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳5,900,000"
,3.32054794520548,3.199086757990868,1.0,vacant,104.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,184,000"
,3.32054794520548,3.199086757990868,1.0,vacant,124.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳2,232,000"
,3.0,3.0,3.0,vacant,1471.0,chattogram,"17 No West Bakalia Ward, Bakalia","৳6,100,000"
,21.0,10.0,1.0,vacant,24000.0,chattogram,"CDA Avenue, Lal Khan Bazaar","৳60,000,000"
,3.0,3.0,9.0,vacant,1692.0,chattogram,Panchlaish,"৳16,000,000"
,3.0,3.0,6.0,vacant,1400.0,chattogram,15 No. Bagmoniram Ward,"৳11,200,000"
,3.0,3.0,7.0,vacant,1462.0,chattogram,"CDA R/A, 10 No. North Kattali Ward","৳9,500,000"
,3.0,3.0,1.0,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward","৳5,940,000"
,3.0,3.0,4.0,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward","৳5,940,000"
,3.32054794520548,3.199086757990868,4.0,vacant,180.0,chattogram,"39 No. South Halishahar Ward, Halishahar","৳1,800,000"
,3.32054794520548,3.199086757990868,4.0,vacant,200.0,chattogram,"39 No. South Halishahar Ward, Halishahar","৳2,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,110.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,750,000"
,3.32054794520548,3.199086757990868,1.0,vacant,120.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,640,000"
,3.32054794520548,3.199086757990868,1.0,vacant,115.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,300,000"
,3.32054794520548,3.199086757990868,1.0,vacant,154.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳3,080,000"
,3.0,3.0,6.0,vacant,1400.0,chattogram,"Chattogram DOHS, Bayazid","৳7,000,000"
,3.0,3.0,7.0,vacant,1650.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳6,600,000"
,2.0,2.0,2.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,3.32054794520548,3.199086757990868,1.0,vacant,175.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳3,500,000"
,2.0,2.0,5.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,2.0,2.0,5.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,2.0,2.0,6.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,2.0,2.0,6.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,2.0,2.0,1.0,vacant,1050.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,200,000"
,2.0,2.0,1.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,3.32054794520548,3.199086757990868,1.0,vacant,129.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,580,000"
,3.32054794520548,3.199086757990868,5.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,600,000"
,3.32054794520548,3.199086757990868,3.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,600,000"
,3.32054794520548,3.199086757990868,3.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,600,000"
,3.32054794520548,3.199086757990868,3.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,600,000"
,3.0,3.0,7.0,vacant,1744.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳12,000,000"
,3.0,4.0,2.0,vacant,2060.0,chattogram,"Nasirabad Properties Residential Area, Khulshi","৳11,500,000"
,3.32054794520548,3.199086757990868,4.0,vacant,1400.0,chattogram,32 No. Andarkilla Ward,"৳8,400,000"
,3.32054794520548,3.199086757990868,4.0,vacant,900.0,chattogram,32 No. Andarkilla Ward,"৳5,400,000"
,3.0,3.0,3.0,vacant,1250.0,chattogram,"28 No. Pathantooly Ward, Double Mooring","৳6,950,000"
,3.0,3.0,6.0,vacant,1530.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward","৳12,300,000"
,3.0,3.0,5.0,vacant,1847.0,chattogram,"CDA Avenue, Muradpur","৳12,000,000"
,3.0,3.0,1.0,vacant,1500.0,chattogram,"Chadra Nagar, Bayazid","৳8,500,000"
,3.32054794520548,3.199086757990868,2.0,vacant,1950.0,chattogram,"Port Connecting Road, 11 No. South Kattali Ward","৳14,625,000"
,3.0,3.0,1.0,vacant,1300.0,chattogram,"Ashkar Dighir Par, Jamal Khan","৳10,000,000"
,3.0,3.0,1.0,vacant,1330.0,chattogram,"Ashkar Dighir Par, Jamal Khan","৳10,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,1440.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward","৳8,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,2160.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward","৳18,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,256.0,chattogram,"Nandan Kanan, 22 No. Enayet Bazaar Ward","৳25,000,000"
,3.0,3.0,3.0,vacant,1510.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳5,285,000"
,3.0,3.0,1.0,vacant,1410.0,chattogram,"Govt Girls High School Road, East Nasirabad","৳8,000,000"
,3.0,3.0,1.0,vacant,1460.0,chattogram,"Green Valley, Bayazid","৳7,000,000"
,4.0,4.0,4.0,vacant,2500.0,chattogram,"Hill View R/A, Bayazid","৳12,200,000"
,3.0,3.0,2.0,vacant,2200.0,chattogram,"Mohammed Ali Road, 15 No. Bagmoniram Ward","৳19,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,84.0,chattogram,"Korbanigonj, Kotwali","৳1,250,000"
,3.32054794520548,3.199086757990868,2.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,800,000"
,3.32054794520548,3.199086757990868,2.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,800,000"
,3.32054794520548,3.199086757990868,2.0,vacant,240.0,chattogram,"Dewan Bazar, Bakalia","৳5,760,000"
,3.32054794520548,3.199086757990868,2.0,vacant,240.0,chattogram,"Dewan Bazar, Bakalia","৳5,760,000"
,3.32054794520548,3.199086757990868,1.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳5,000,000"
,3.0,3.0,4.0,vacant,1000.0,chattogram,"19 No. South Bakalia Ward, Bakalia","৳5,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,120.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳2,160,000"
,3.32054794520548,3.199086757990868,1.0,vacant,130.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳2,340,000"
,3.0,3.0,1.0,vacant,1300.0,chattogram,"17 No West Bakalia Ward, Bakalia","৳8,000,000"
,3.0,3.0,5.0,vacant,1500.0,chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward","৳6,000,000"
,3.0,3.0,6.0,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳6,280,000"
,3.0,3.0,6.0,vacant,1435.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳5,740,000"
,3.0,3.0,6.0,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳5,340,000"
,3.0,3.0,4.0,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳6,280,000"
,3.0,3.0,2.0,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳6,280,000"
,3.0,3.0,5.0,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳5,340,000"
,3.0,3.0,4.0,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia","৳5,900,000"
,3.32054794520548,3.199086757990868,1.0,vacant,104.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,184,000"
,3.32054794520548,3.199086757990868,1.0,vacant,124.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳2,232,000"
,3.32054794520548,3.199086757990868,1.0,vacant,159.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳2,862,000"
,3.0,3.0,3.0,vacant,1471.0,chattogram,"17 No West Bakalia Ward, Bakalia","৳6,100,000"
,3.0,3.0,6.0,vacant,1625.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳7,512,500"
,3.0,3.0,1.0,vacant,1313.0,chattogram,"Chadra Nagar, Bayazid","৳6,500,000"
,21.0,10.0,1.0,vacant,24000.0,chattogram,"CDA Avenue, Lal Khan Bazaar","৳60,000,000"
,3.0,3.0,9.0,vacant,1422.0,chattogram,"Dewan Bazar, Bakalia","৳9,811,800"
,3.0,3.0,2.0,vacant,1433.0,chattogram,"Dewan Bazar, Bakalia","৳9,887,700"
,3.0,3.0,2.0,vacant,1440.0,chattogram,"Dewan Bazar, Bakalia","৳9,936,000"
,3.0,4.0,1.0,vacant,1510.0,chattogram,"Dewan Bazar, Bakalia","৳10,419,000"
,3.0,3.0,7.0,vacant,1744.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward","৳12,000,000"
,3.0,3.0,7.0,vacant,1924.0,chattogram,"Enayet Bazar Road, 22 No. Enayet Bazaar Ward","৳19,500,000"
,3.0,3.0,8.0,vacant,1500.0,chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward","৳12,000,000"
,3.0,3.0,2.0,vacant,1644.0,chattogram,"Al-Madani Road, Sholokbahar","৳9,864,000"
,3.0,4.0,3.0,vacant,1800.0,chattogram,"Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward","৳13,000,000"
,3.0,3.0,8.0,vacant,1700.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward","৳8,000,000"
,2.0,2.0,14.0,vacant,1050.0,chattogram,"Chawk Bazar, 16 No. Chawk Bazaar Ward","৳6,000,000"
,3.0,4.0,3.0,vacant,1760.0,chattogram,"Nasirabad Housing Society, Muradpur","৳13,120,000"
,2.0,2.0,7.0,vacant,900.0,chattogram,"Bangladesh Co-operative Housing Society, Bayazid","৳5,000,000"
,3.0,3.0,6.0,vacant,1800.0,chattogram,"Sugandha Residential Area, Panchlaish","৳15,824,000"
,3.0,3.0,3.0,vacant,1012.0,chattogram,"Port Connecting Road, 11 No. South Kattali Ward","৳4,400,000"
,3.0,3.0,1.0,vacant,1200.0,chattogram,"Abdul Hamid Road, Sholokbahar","৳6,000,000"
,3.0,3.0,1.0,vacant,1720.0,chattogram,"Abdul Hamid Road, Sholokbahar","৳7,880,000"
,3.0,3.0,3.0,vacant,1275.0,chattogram,"Hill Side Residential Area, Lal Khan Bazaar","৳7,393,750"
,2.0,2.0,3.0,vacant,978.0,chattogram,"Colonel Hat, 10 No. North Kattali Ward","৳5,500,000"
,3.32054794520548,3.199086757990868,6.0,vacant,2500.0,chattogram,"O. R. Nizam Road, 15 No. Bagmoniram Ward","৳25,000,000"
,3.0,3.0,8.0,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳7,725,000"
,3.0,3.0,3.0,vacant,1739.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳8,695,000"
,3.0,3.0,3.0,vacant,1175.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳5,875,000"
,3.0,3.0,4.0,vacant,1175.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳5,875,000"
,3.0,3.0,4.0,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳8,000,000"
,3.0,3.0,1.0,vacant,2000.0,chattogram,"Amirbag Residential Area, 15 No. Bagmoniram Ward","৳16,000,000"
,3.0,3.0,1.0,vacant,1593.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳7,646,400"
,3.0,3.0,1.0,vacant,1699.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward","৳8,155,200"
,3.0,3.0,4.0,vacant,1420.0,chattogram,"West Khulshi, 9 No. North Pahartali Ward","৳7,810,000"
,3.0,3.0,5.0,vacant,1350.0,chattogram,"Patharghata, Kotwali","৳6,700,000"
,3.0,3.0,1.0,vacant,1801.0,chattogram,"C & B Colony, East Nasirabad","৳14,817,700"
,3.0,3.0,3.0,vacant,1390.0,chattogram,"Katalgonj, Panchlaish","৳11,000,000"
,2.0,2.0,4.0,vacant,1000.0,chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward","৳8,000,000"
,2.0,2.0,3.0,vacant,1000.0,chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward","৳8,000,000"
,3.0,3.0,5.0,vacant,1250.0,chattogram,"28 No. Pathantooly Ward, Double Mooring","৳6,950,000"
,3.32054794520548,3.199086757990868,2.0,vacant,3400.0,chattogram,"28 No. Pathantooly Ward, Double Mooring","৳19,400,000"
,3.32054794520548,3.199086757990868,4.0,vacant,444.0,chattogram,"CDA Avenue, Sholokbahar","৳11,988,000"
,3.32054794520548,3.199086757990868,4.0,vacant,150.0,chattogram,"CDA Avenue, Sholokbahar","৳3,700,000"
,3.32054794520548,3.199086757990868,5.0,vacant,130.0,chattogram,"CDA Avenue, Sholokbahar","৳3,380,000"
,3.32054794520548,3.199086757990868,5.0,vacant,175.0,chattogram,"CDA Avenue, Sholokbahar","৳4,550,000"
,3.32054794520548,3.199086757990868,4.0,vacant,135.0,chattogram,"South Khulshi, Khulshi","৳6,000,000"
,3.0,3.0,7.0,vacant,1225.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward","৳9,500,000"
,3.0,3.0,1.0,vacant,1300.0,chattogram,"Ashkar Dighir Par, Jamal Khan","৳10,000,000"
,3.0,3.0,1.0,vacant,1330.0,chattogram,"Ashkar Dighir Par, Jamal Khan","৳10,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,1440.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward","৳8,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,2160.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward","৳18,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,7200.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward","৳80,000,000"
,3.32054794520548,3.199086757990868,3.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,375,000"
,3.32054794520548,3.199086757990868,3.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,850,000"
,3.0,3.0,1.0,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring","৳7,750,000"
,3.32054794520548,3.199086757990868,3.0,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,200,000"
,3.32054794520548,3.199086757990868,3.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,850,000"
,3.32054794520548,3.199086757990868,3.0,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,200,000"
,3.32054794520548,3.199086757990868,2.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,850,000"
,3.32054794520548,3.199086757990868,2.0,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,025,000"
,3.0,3.0,8.0,vacant,1426.0,chattogram,"26 No. North Halishahar Ward, Halishahar","৳7,130,000"
,3.32054794520548,3.199086757990868,3.0,vacant,14528.0,chattogram,"28 No. Pathantooly Ward, Double Mooring","৳363,200,000"
,3.0,3.0,3.0,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring","৳7,750,000"
,3.32054794520548,3.199086757990868,1.0,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,025,000"
,3.32054794520548,3.199086757990868,1.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,375,000"
,3.32054794520548,3.199086757990868,1.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,750,000"
,3.32054794520548,3.199086757990868,1.0,vacant,112.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,920,000"
,3.32054794520548,3.199086757990868,1.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,750,000"
,3.32054794520548,3.199086757990868,1.0,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,025,000"
,3.32054794520548,3.199086757990868,1.0,vacant,102.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,570,000"
,3.32054794520548,3.199086757990868,1.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,800,000"
,3.0,3.0,4.0,vacant,1200.0,chattogram,"Akbarshah Railway Colony, 9 No. North Pahartali Ward","৳5,200,000"
,3.0,3.0,2.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward","৳6,000,000"
,3.32054794520548,3.199086757990868,1.0,vacant,129.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳3,225,000"
,3.0,3.0,5.0,vacant,1428.0,chattogram,"Sabujbag, Halishahar","৳4,998,000"
,3.0,3.0,4.0,vacant,1400.0,chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward","৳7,800,000"
,3.0,2.0,5.0,vacant,1500.0,chattogram,"24 No. North Agrabad Ward, Double Mooring","৳6,000,000"
,3.0,3.0,3.0,vacant,1135.0,chattogram,"24 No. North Agrabad Ward, Double Mooring","৳3,800,000"
,3.0,3.0,2.0,vacant,1300.0,chattogram,"South Agrabad, Double Mooring","৳7,150,000"
,3.0,3.0,2.0,vacant,1550.0,chattogram,"South Agrabad, Double Mooring","৳9,335,000"
,3.0,3.0,1.0,vacant,1550.0,chattogram,"South Agrabad, Double Mooring","৳9,335,000"
,3.0,5.0,1.0,vacant,2000.0,chattogram,"24 No. North Agrabad Ward, Double Mooring","৳6,000,000"
,3.0,3.0,9.0,vacant,1536.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward","৳5,683,200"
,3.0,3.0,9.0,vacant,1550.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward","৳6,500,000"
,22.0,10.0,1.0,vacant,8000.0,chattogram,"Oxygen, Bayazid","৳29,500,000"
,3.32054794520548,3.199086757990868,1.0,vacant,150.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳3,300,000"
,3.32054794520548,3.199086757990868,1.0,vacant,146.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,920,000"
,3.32054794520548,3.199086757990868,1.0,vacant,118.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,360,000"
,2.0,2.0,4.0,vacant,1120.0,chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward","৳6,720,000"
,3.0,3.0,2.0,vacant,1480.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳6,660,000"
,3.0,3.0,2.0,vacant,1685.0,chattogram,"Dewan Bazar, Bakalia","৳9,267,500"
,3.0,3.0,1.0,vacant,1500.0,chattogram,"Dewan Bazar, Bakalia","৳8,250,000"
,3.0,3.0,1.0,vacant,1685.0,chattogram,"Dewan Bazar, Bakalia","৳9,267,500"
,3.0,3.0,4.0,vacant,1250.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳5,000,000"
,3.0,3.0,7.0,vacant,1262.0,chattogram,"Dewan Bazar, Bakalia","৳5,679,000"
,3.0,3.0,7.0,vacant,1302.0,chattogram,"Dewan Bazar, Bakalia","৳5,859,000"
,3.0,3.0,6.0,vacant,1302.0,chattogram,"Dewan Bazar, Bakalia","৳5,859,000"
,3.0,3.0,9.0,vacant,1310.0,chattogram,"Mayor Goli, 7 No. West Sholoshohor Ward","৳5,500,000"
,3.0,3.0,4.0,vacant,1262.0,chattogram,"Dewan Bazar, Bakalia","৳5,679,000"
,3.0,3.0,2.0,vacant,1253.0,chattogram,"Dewan Bazar, Bakalia","৳5,638,500"
