Dormitorios,Banos,Piso,Estado_ocupacion,Area_m2,Ciudad,Ubicacion,Precio_Takas,Categoria_precio,Precio_por_m2
2,2,7,vacant,800.0,Dhaka,"South Chalabon, Dakshin Khan",3800000,Bajo,4750.0
3,3,1,vacant,2200.0,Dhaka,"Mirpur DOHS, Mirpur",18500000,Alto,8409.0
3,3,2,vacant,1350.0,Dhaka,"Ahmed Nagar, Mirpur",7400000,Medio,5481.0
2,2,8,vacant,840.0,Dhaka,"North Kafrul Rd, Kafrul",5000000,Bajo,5952.0
3,3,1,vacant,3600.0,Dhaka,"Block N, Bashundhara R-A",42000000,Alto,11667.0
3,3,6,vacant,1450.0,Dhaka,"Monipuri School Road, Ibrahimpur",9500000,Medio,6552.0
3,3,1,vacant,2160.0,Dhaka,"Sector 17, Purbachal",29000000,Alto,13426.0
3,2,1,vacant,1050.0,Dhaka,"Ahmed Nagar, Mirpur",5500000,Medio,5238.0
2,2,3,vacant,1050.0,Dhaka,"Taltola, Agargaon",5000000,Bajo,4762.0
2,2,5,vacant,650.0,Dhaka,"Section 6, Mirpur",3200000,Bajo,4923.0
3,3,3,vacant,1618.0,Dhaka,"Sector 9, Uttara",12500000,Medio,7726.0
3,3,1,vacant,3600.0,Dhaka,"Block I, Bashundhara R-A",34000000,Alto,9444.0
4,4,2,vacant,2280.0,Dhaka,"Block D, Bashundhara R-A",25000000,Alto,10965.0
3,3,6,vacant,1450.0,Dhaka,"Block E, Bashundhara R-A",12000000,Medio,8276.0
3,3,2,vacant,1290.0,Dhaka,"Section 1, Mirpur",6500000,Medio,5039.0
3,3,1,vacant,1300.0,Dhaka,"Jigatola, Hazaribag",6000000,Medio,4615.0
2,2,8,vacant,772.0,Dhaka,"Section 10, Mirpur",4300000,Bajo,5570.0
3,3,1,vacant,2160.0,Dhaka,"Sector 24, Purbachal",24500000,Alto,11343.0
3,3,7,vacant,1495.0,Dhaka,"Ranavola, Turag",7000000,Medio,4682.0
2,2,1,vacant,650.0,Dhaka,"Section 12, Mirpur",3500000,Bajo,5385.0
2,2,4,vacant,650.0,Dhaka,"Section 12, Mirpur",3200000,Bajo,4923.0
3,3,6,vacant,1200.0,Dhaka,"Ahmed Nagar, Mirpur",5500000,Medio,4583.0
3,3,5,vacant,1200.0,Dhaka,"Ahmed Nagar, Mirpur",5500000,Medio,4583.0
3,3,1,vacant,1200.0,Dhaka,"Ahmed Nagar, Mirpur",5500000,Medio,4583.0
3,3,9,vacant,1475.0,Dhaka,"South Mollartek, Dakshin Khan",8850000,Medio,6000.0
3,2,1,vacant,900.0,Dhaka,"Baitul Aman Housing Society, Adabor",4000000,Bajo,4444.0
3,3,4,vacant,1260.0,Dhaka,"Middle Monipur, Mirpur",8000000,Medio,6349.0
3,3,1,vacant,1596.0,Dhaka,"Riazbag, Khilgaon",10374000,Medio,6500.0
3,3,2,vacant,1350.0,Dhaka,"Block M, Aftab Nagar",10800000,Medio,8000.0
3,3,2,vacant,1657.0,Dhaka,"Sector 18, Uttara",10500000,Medio,6337.0
2,2,2,vacant,980.0,Dhaka,"Uttar Badda, Badda",4500000,Bajo,4592.0
3,3,2,vacant,1370.0,Dhaka,"Uttar Badda, Badda",7800000,Medio,5693.0
3,3,2,vacant,1420.0,Dhaka,"1st Colony, Mirpur",10500000,Medio,7394.0
4,4,8,vacant,2456.0,Dhaka,"Block K, Bashundhara R-A",22104000,Alto,9000.0
4,4,8,vacant,2500.0,Dhaka,"Block K, Bashundhara R-A",22500000,Alto,9000.0
3,3,3,vacant,1599.0,Dhaka,"Shahidbag, Malibagh",15990000,Alto,10000.0
3,3,2,vacant,1450.0,Dhaka,"Khilbari Tek, Badda",10150000,Medio,7000.0
4,4,9,vacant,1940.0,Dhaka,"Block J, Banasree",13968000,Alto,7200.0
3,3,3,vacant,1350.0,Dhaka,"Uttar Badda, Badda",8000000,Medio,5926.0
3,3,4,vacant,1322.0,Dhaka,"Shahjadpur, Badda",9000000,Medio,6808.0
4,3,1,vacant,1635.0,Dhaka,"Block G, Aftab Nagar",10627500,Medio,6500.0
3,3,2,vacant,1850.0,Dhaka,"Block E, Aftab Nagar",14800000,Alto,8000.0
3,3,1,vacant,1245.0,Dhaka,"Pallabi, Mirpur",4500000,Bajo,3614.0
3,2,5,vacant,1250.0,Dhaka,"Aainusbag, Dakshin Khan",4500000,Bajo,3600.0
3,2,4,vacant,1000.0,Dhaka,"Rupnagar R/A, Mirpur",5100000,Medio,5100.0
3,3,2,vacant,1900.0,Dhaka,"Rupnagar R/A, Mirpur",23000000,Alto,12105.0
3,3,4,vacant,1400.0,Dhaka,"Pirerbag, Mirpur",8400000,Medio,6000.0
2,2,1,vacant,1265.0,Dhaka,"New Circular Road, Shiddheswari",7500000,Medio,5929.0
5,4,3,vacant,2400.0,Dhaka,"Section 6, Mirpur",18000000,Alto,7500.0
3,3,2,vacant,1050.0,Dhaka,"Shiddheswari Lane, Shiddheswari",10000000,Medio,9524.0
3,3,3,vacant,2100.0,Dhaka,"Block J, Bashundhara R-A",15750000,Alto,7500.0
3,3,6,vacant,2100.0,Dhaka,"Block J, Bashundhara R-A",15750000,Alto,7500.0
2,2,4,vacant,800.0,Dhaka,"Nobodoy Housing Society, Mohammadpur",3200000,Bajo,4000.0
4,4,5,vacant,2140.0,Dhaka,"Nurer Chala, Badda",16000000,Alto,7477.0
3,2,3,vacant,955.0,Dhaka,"Pirerbag, Mirpur",5000000,Bajo,5236.0
3,3,8,vacant,1285.0,Dhaka,"Jigatola, Hazaribag",7788000,Medio,6061.0
3,3,1,vacant,2350.0,Dhaka,"Gulshan 1, Gulshan",50000000,Alto,21277.0
3,3,8,vacant,1412.0,Dhaka,"West Shewrapara, Mirpur",7000000,Medio,4958.0
3,3,1,vacant,2160.0,Dhaka,"Block L, Bashundhara R-A",18000000,Alto,8333.0
2,2,1,vacant,1100.0,Dhaka,"Mirpur DOHS, Mirpur",9000000,Medio,8182.0
3,2,6,vacant,1125.0,Dhaka,"Ashi Dag Road, Ibrahimpur",6187500,Medio,5500.0
3,3,2,vacant,241.0,Dhaka,"New Baily Road, Shiddheswari",4500000,Bajo,18672.0
3,3,4,vacant,1205.0,Dhaka,"Kutum Goli, Agargaon",6600000,Medio,5477.0
3,3,2,vacant,1220.0,Dhaka,"Kutum Goli, Agargaon",6800000,Medio,5574.0
3,4,3,vacant,1800.0,Dhaka,"Monipuripara, Tejgaon",19000000,Alto,10556.0
3,3,4,vacant,900.0,Dhaka,"Kuratoli, Kuril",4050000,Bajo,4500.0
3,3,4,vacant,1350.0,Dhaka,"Kallyanpur, Mirpur",7425000,Medio,5500.0
2,2,3,vacant,780.0,Dhaka,"Section 11, Mirpur",3120000,Bajo,4000.0
3,3,6,vacant,1250.0,Dhaka,"Section 12, Mirpur",9000000,Medio,7200.0
2,2,9,vacant,900.0,Dhaka,"Nurjahan Road, Mohammadpur",4000000,Bajo,4444.0
2,2,2,vacant,650.0,Dhaka,"Section 12, Mirpur",2300000,Bajo,3538.0
3,4,4,vacant,1560.0,Dhaka,"PC Culture Housing, Mohammadpur",10000000,Medio,6410.0
3,3,4,vacant,1133.0,Dhaka,"West Agargaon, Agargaon",6231500,Medio,5500.0
3,3,4,vacant,360.0,Dhaka,"Shahjadpur, Badda",3500000,Bajo,9722.0
3,3,1,vacant,1100.0,Dhaka,"Ahmed Nagar, Mirpur",5000000,Bajo,4545.0
3,3,6,vacant,1390.0,Dhaka,"Darussalam, Mirpur",7665000,Medio,5514.0
3,3,5,vacant,1485.0,Dhaka,"Darussalam, Mirpur",8167000,Medio,5500.0
3,3,2,vacant,1485.0,Dhaka,"Darussalam, Mirpur",8167000,Medio,5500.0
3,3,2,vacant,1080.0,Dhaka,"Middle Paikpara, Mirpur",4320000,Bajo,4000.0
3,2,5,vacant,1050.0,Dhaka,"Meradia, Khilgaon",5500000,Medio,5238.0
3,3,4,vacant,1300.0,Dhaka,"Section 11, Mirpur",5850000,Medio,4500.0
3,3,6,vacant,1300.0,Dhaka,"Section 11, Mirpur",5460000,Medio,4200.0
3,3,6,vacant,1150.0,Dhaka,"West Shewrapara, Mirpur",6000000,Medio,5217.0
2,1,4,vacant,600.0,Dhaka,"West Shewrapara, Mirpur",2000000,Bajo,3333.0
3,2,3,vacant,1050.0,Dhaka,"Paikpara, Mirpur",4500000,Bajo,4286.0
3,3,1,vacant,550.0,Dhaka,"Pragati Soroni, Kuril",8000000,Medio,14545.0
3,3,1,vacant,1300.0,Dhaka,"Dakkhin Paikpara, Mirpur",6500000,Medio,5000.0
3,3,5,vacant,2150.0,Dhaka,"Road No 9A, Dhanmondi",23500000,Alto,10930.0
3,3,4,vacant,1335.0,Dhaka,"Puran Para, Uttar Khan",6007500,Medio,4500.0
3,3,5,vacant,1186.0,Dhaka,"Puran Para, Uttar Khan",5337000,Medio,4500.0
2,2,7,vacant,895.0,Dhaka,"West Agargaon, Agargaon",5500000,Medio,6145.0
2,2,3,vacant,765.0,Dhaka,"West Agargaon, Agargaon",5207500,Medio,6807.0
2,2,2,vacant,750.0,Dhaka,"Section 11, Mirpur",4000000,Bajo,5333.0
2,2,2,vacant,750.0,Dhaka,"Section 11, Mirpur",4000000,Bajo,5333.0
3,3,4,vacant,930.0,Dhaka,"2nd Colony, Mirpur",3900000,Bajo,4194.0
3,3,7,vacant,1542.0,Dhaka,"Section 1, Mirpur",8500000,Medio,5512.0
2,2,5,vacant,650.0,Dhaka,"Section 11, Mirpur",2400000,Bajo,3692.0
3,3,8,vacant,1250.0,Dhaka,"Darussalam, Mirpur",6250000,Medio,5000.0
3,2,4,vacant,1250.0,Dhaka,"Darussalam, Mirpur",6250000,Medio,5000.0
3,3,3,vacant,1600.0,Dhaka,"North Ibrahimpur, Ibrahimpur",9500000,Medio,5938.0
3,3,8,vacant,1485.0,Dhaka,"Darussalam, Mirpur",8167000,Medio,5500.0
3,3,5,vacant,1485.0,Dhaka,"Darussalam, Mirpur",8167000,Medio,5500.0
2,2,3,vacant,632.0,Dhaka,"Fakirapool, Motijheel",4424000,Bajo,7000.0
3,4,4,vacant,1560.0,Dhaka,"PC Culture Housing, Mohammadpur",10000000,Medio,6410.0
3,3,4,vacant,1133.0,Dhaka,"West Agargaon, Agargaon",6231500,Medio,5500.0
3,3,4,vacant,360.0,Dhaka,"Shahjadpur, Badda",3500000,Bajo,9722.0
3,3,1,vacant,1100.0,Dhaka,"Ahmed Nagar, Mirpur",5000000,Bajo,4545.0
3,3,6,vacant,1390.0,Dhaka,"Darussalam, Mirpur",7665000,Medio,5514.0
3,3,5,vacant,1485.0,Dhaka,"Darussalam, Mirpur",8167000,Medio,5500.0
3,3,2,vacant,1485.0,Dhaka,"Darussalam, Mirpur",8167000,Medio,5500.0
3,3,2,vacant,1080.0,Dhaka,"Middle Paikpara, Mirpur",4320000,Bajo,4000.0
3,2,5,vacant,1050.0,Dhaka,"Meradia, Khilgaon",5500000,Medio,5238.0
3,3,4,vacant,1300.0,Dhaka,"Section 11, Mirpur",5850000,Medio,4500.0
3,3,6,vacant,1300.0,Dhaka,"Section 11, Mirpur",5460000,Medio,4200.0
3,3,4,vacant,1410.0,Dhaka,"Bagan Bari, Cantonment",7000000,Medio,4965.0
2,2,6,vacant,860.0,Dhaka,"Rupnagar R/A, Mirpur",4500000,Bajo,5233.0
3,3,2,vacant,1254.0,Dhaka,"Manikdi, Cantonment",5500000,Medio,4386.0
16,10,1,vacant,5200.0,Dhaka,"West Shewrapara, Mirpur",40000000,Alto,7692.0
3,3,3,vacant,2859.0,Dhaka,"Purana Paltan, Motijheel",35237500,Alto,12325.0
3,3,2,vacant,1195.0,Dhaka,"Mirpur DOHS, Mirpur",8500000,Medio,7113.0
3,4,9,vacant,1800.0,Dhaka,"Pirerbag, Mirpur",7500000,Medio,4167.0
3,3,7,vacant,1860.0,Dhaka,"Block J, Bashundhara R-A",12000000,Medio,6452.0
3,4,1,vacant,1654.0,Dhaka,"Sector 18, Uttara",8500000,Medio,5139.0
3,2,3,vacant,950.0,Dhaka,"Pirerbag, Mirpur",3500000,Bajo,3684.0
3,3,1,vacant,1360.0,Dhaka,"Sector 4, Uttara",13000000,Alto,9559.0
3,3,6,vacant,1360.0,Dhaka,"Block I, Bashundhara R-A",10000000,Medio,7353.0
3,3,1,vacant,1250.0,Dhaka,"Section 11, Mirpur",23000000,Alto,18400.0
3,3,1,vacant,1332.0,Dhaka,"Dakkhin Paikpara, Mirpur",5594400,Medio,4200.0
3,4,5,vacant,2200.0,Dhaka,"Mirpur DOHS, Mirpur",20000000,Alto,9091.0
3,3,2,vacant,1537.0,Dhaka,"Block K, Bashundhara R-A",14500000,Alto,9434.0
3,3,6,vacant,1585.0,Dhaka,"Shegunbagicha Road, Shegunbagicha",13000000,Alto,8202.0
3,3,1,vacant,2000.0,Dhaka,"Block K, Bashundhara R-A",17000000,Alto,8500.0
4,4,8,vacant,2036.0,Dhaka,"Block J, Bashundhara R-A",17000000,Alto,8350.0
3,2,7,vacant,1095.0,Dhaka,"Middle Badda, Badda",7000000,Medio,6393.0
3,3,3,vacant,1240.0,Dhaka,"Block C, Aftab Nagar",9000000,Medio,7258.0
3,3,6,vacant,1500.0,Dhaka,"Block F, Bashundhara R-A",12500000,Medio,8333.0
3,2,2,vacant,1265.0,Dhaka,"Purana Paltan, Motijheel",12650000,Alto,10000.0
3,3,5,vacant,1120.0,Dhaka,"East Rampura, Rampura",6160000,Medio,5500.0
3,2,5,vacant,960.0,Dhaka,"Moushair, Dakshin Khan",3700000,Bajo,3854.0
3,3,2,vacant,1350.0,Dhaka,"Pallabi, Mirpur",6500000,Medio,4815.0
2,1,5,vacant,550.0,Dhaka,"Muslim Modern College Road, Kachukhet",2310000,Bajo,4200.0
3,2,5,vacant,1075.0,Dhaka,"Madartek, Bashabo",4062500,Bajo,3779.0
2,1,2,vacant,682.0,Dhaka,"Uttar Badda, Badda",3600000,Bajo,5279.0
2,1,3,vacant,682.0,Dhaka,"Uttar Badda, Badda",3600000,Bajo,5279.0
3,3,4,vacant,852.0,Dhaka,"Purana Paltan, Motijheel",8094000,Medio,9500.0
3,3,4,vacant,1250.0,Dhaka,"Block D, Bashundhara R-A",10500000,Medio,8400.0
3,3,2,vacant,1150.0,Dhaka,"Sector 10, Uttara",5500000,Medio,4783.0
3,3,1,vacant,1550.0,Dhaka,"Block L, Bashundhara R-A",12000000,Medio,7742.0
3,2,9,vacant,975.0,Dhaka,"Bochila, Mohammadpur",4000000,Bajo,4103.0
3,2,1,vacant,900.0,Dhaka,"West Monipur, Mirpur",4320000,Bajo,4800.0
3,2,2,vacant,925.0,Dhaka,"West Monipur, Mirpur",4440000,Bajo,4800.0
3,2,3,vacant,900.0,Dhaka,"West Monipur, Mirpur",4320000,Bajo,4800.0
4,4,9,vacant,1800.0,Dhaka,"Pirerbag, Mirpur",9000000,Medio,5000.0
3,2,3,vacant,1225.0,Dhaka,"West Shewrapara, Mirpur",5512500,Medio,4500.0
3,2,4,vacant,1100.0,Dhaka,"West Monipur, Mirpur",4620000,Bajo,4200.0
3,2,6,vacant,1100.0,Dhaka,"North Ibrahimpur, Ibrahimpur",5800000,Medio,5273.0
2,2,2,vacant,1300.0,Dhaka,"Taltola, Agargaon",6500000,Medio,5000.0
3,2,6,vacant,800.0,Dhaka,"Pirerbag, Mirpur",5300000,Medio,6625.0
3,3,1,vacant,1100.0,Dhaka,"Sector 10, Uttara",5500000,Medio,5000.0
4,5,5,vacant,2900.0,Dhaka,"Block C, Bashundhara R-A",35000000,Alto,12069.0
2,2,7,vacant,600.0,Dhaka,"Section 12, Mirpur",3250000,Bajo,5417.0
3,3,7,vacant,1125.0,Dhaka,"School Road, Khilkhet",5925000,Medio,5267.0
3,4,4,vacant,2230.0,Dhaka,"Block F, Bashundhara R-A",21200000,Alto,9507.0
2,2,1,vacant,1150.0,Dhaka,"Mirpur DOHS, Mirpur",8700000,Medio,7565.0
3,2,3,vacant,1175.0,Dhaka,"Section 10, Mirpur",7000000,Medio,5957.0
3,3,6,vacant,1040.0,Dhaka,"South Banasree Project, Banasree",6500000,Medio,6250.0
4,4,3,vacant,2700.0,Dhaka,"Block K, Bashundhara R-A",26500000,Alto,9815.0
4,4,8,vacant,2440.0,Dhaka,"Block H, Bashundhara R-A",25400000,Alto,10410.0
3,3,5,vacant,2700.0,Dhaka,"Road No 2, Banani DOHS",67500000,Alto,25000.0
3,3,5,vacant,2700.0,Dhaka,"Road No 2, Banani DOHS",67500000,Alto,25000.0
3,3,8,vacant,1250.0,Dhaka,"Nobodoy Housing Society, Mohammadpur",7500000,Medio,6000.0
3,3,8,vacant,1600.0,Dhaka,"Block C, Aftab Nagar",14400000,Alto,9000.0
3,3,3,vacant,1600.0,Dhaka,"Tajmahal Road, Mohammadpur",19200000,Alto,12000.0
3,3,7,vacant,1550.0,Dhaka,"Block A, Aftab Nagar",11500000,Medio,7419.0
4,4,4,vacant,2187.0,Dhaka,"Iqbal Road, Mohammadpur",39366000,Alto,18000.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Police Fari road, Khilgaon",12500000,Medio,7758.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Dhaka Uddan, Mohammadpur",5700000,Medio,3538.0
3,3,1,occupied,1611.2922690131993,Dhaka,Savar,37500000,Alto,23273.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Mainertek, Uttar Khan",10000000,Medio,6206.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Rajashon, Savar",4100000,Bajo,2545.0
3,3,1,occupied,1611.2922690131993,Dhaka,"West Nakhalpara, Tejgaon",8500000,Medio,5275.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",4000000,Bajo,2482.0
3,3,1,occupied,1611.2922690131993,Dhaka,"DIT Road, Malibagh",39000000,Alto,24204.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Road No 5, Dhanmondi",29300000,Alto,18184.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Khilbari Tek, Badda",5020000,Medio,3116.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",3000000,Bajo,1862.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Road No 4, Dhanmondi",27500000,Alto,17067.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Lalbagh Road, Lalbagh",8500000,Medio,5275.0
3,3,1,occupied,1611.2922690131993,Dhaka,Turag,7500000,Medio,4655.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Taltola, Dakshin Khan",23000000,Alto,14274.0
3,3,1,occupied,1611.2922690131993,Dhaka,"East Rampura, Rampura",5368000,Medio,3331.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",5500000,Medio,3413.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",24100000,Alto,14957.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",11700000,Medio,7261.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Manikdi, Cantonment",6265000,Medio,3888.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Mirpur DOHS, Mirpur",3000000,Bajo,1862.0
3,3,1,occupied,1611.2922690131993,Dhaka,"South Chalabon, Dakshin Khan",4500000,Bajo,2793.0
3,3,1,vacant,1500.0,Dhaka,"Sector 11, Uttara",15000000,Alto,10000.0
3,4,7,vacant,2100.0,Dhaka,"Block A, Bashundhara R-A",23110000,Alto,11005.0
3,3,4,vacant,1725.0,Dhaka,"Block H, Aftab Nagar",14662500,Alto,8500.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Shyamoli Housing (2nd Project), Adabor",2800000,Bajo,1738.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Block D, Bashundhara R-A",8500000,Medio,5275.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Paikpara, Mirpur",5500000,Medio,3413.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Section 12, Mirpur",3400000,Bajo,2110.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Road No 2, Banani",14000000,Alto,8689.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Gulshan 2, Gulshan",59000000,Alto,36617.0
3,3,1,occupied,1611.2922690131993,Dhaka,"North Bashabo, Bashabo",4600000,Bajo,2855.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Madhya Ajampur, Dakshin Khan",4500000,Bajo,2793.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Block F, Bashundhara R-A",65000000,Alto,40340.0
3,3,1,vacant,2160.0,Dhaka,"Sector 24, Purbachal",25000000,Alto,11574.0
3,3,1,vacant,1100.0,Dhaka,"Uttar Badda, Badda",6050000,Medio,5500.0
3,3,1,vacant,900.0,Dhaka,"Pallabi, Mirpur",14000000,Alto,15556.0
3,3,1,vacant,1600.0,Dhaka,"Block E, Aftab Nagar",13600000,Alto,8500.0
3,2,4,vacant,945.0,Dhaka,"Section 11, Mirpur",6200000,Medio,6561.0
3,3,7,vacant,1160.0,Dhaka,"Section 1, Mirpur",8000000,Medio,6897.0
3,2,4,vacant,1250.0,Dhaka,"Madartek, Bashabo",7400000,Medio,5920.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",4000000,Bajo,2482.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Saat Rawza, Bangshal",3000000,Bajo,1862.0
3,3,1,occupied,1611.2922690131993,Dhaka,Dakshin Khan,6000000,Medio,3724.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ahmed Nagar, Mirpur",4000000,Bajo,2482.0
3,3,1,occupied,1611.2922690131993,Dhaka,"North Shahjahanpur, Shahjahanpur",8500000,Medio,5275.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Kazi Motahar Hossain Road, Shegunbagicha",11000000,Medio,6827.0
3,3,1,occupied,1611.2922690131993,Dhaka,"DIT Road, Malibagh",39000000,Alto,24204.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Road No 5, Dhanmondi",29300000,Alto,18184.0
3,3,1,occupied,1611.2922690131993,Dhaka,"East Rampura, Rampura",7600000,Medio,4717.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Gulshan 1, Gulshan",40000000,Alto,24825.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",24100000,Alto,14957.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",11700000,Medio,7261.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Manikdi, Cantonment",6265000,Medio,3888.0
3,3,1,occupied,1611.2922690131993,Dhaka,"North Shahjahanpur, Shahjahanpur",6600000,Medio,4096.0
3,3,1,occupied,1611.2922690131993,Dhaka,Savar,37500000,Alto,23273.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Ashulia, Savar",5985000,Medio,3714.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Block J, Baridhara",22000000,Alto,13654.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Radio Colony, Savar",7500000,Medio,4655.0
3,3,2,vacant,2120.0,Dhaka,"Block G, Lalmatia",33000000,Alto,15566.0
3,3,3,vacant,1431.0,Dhaka,"Sector 10, Uttara",9000000,Medio,6289.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Section 12, Mirpur",3500000,Bajo,2172.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Boro Maghbazar, Maghbazar",7000000,Medio,4344.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Shantinagar Road, Shantinagar",17500000,Alto,10861.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Sarulia, Demra",4885000,Bajo,3032.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Sarulia, Demra",6827500,Medio,4237.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Sarulia, Demra",8700000,Medio,5399.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Police Fari road, Khilgaon",12500000,Medio,7758.0
3,3,1,occupied,1611.2922690131993,Dhaka,"Dhaka Uddan, Mohammadpur",5700000,Medio,3538.0
4,4,1,vacant,3900.0,Dhaka,"Road No 8, Baridhara DOHS",52000000,Alto,13333.0
3,3,1,vacant,1650.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",9075000,Medio,5500.0
4,5,5,vacant,2079.0,Chattogram,"Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward",14500000,Alto,6975.0
3,3,9,vacant,1644.0,Chattogram,"Bibirhat, 7 No. West Sholoshohor Ward",9000000,Medio,5474.0
3,3,8,vacant,2200.0,Chattogram,"Lake Valley R/A, 9 No. North Pahartali Ward",12000000,Medio,5455.0
3,3,8,vacant,1620.0,Chattogram,"Nasirabad Housing Society, Muradpur",13000000,Alto,8025.0
3,4,7,vacant,1800.0,Chattogram,"Nasirabad, Bayazid",12500000,Medio,6944.0
3,4,5,vacant,1800.0,Chattogram,"Nasirabad, Bayazid",12500000,Medio,6944.0
4,4,1,vacant,3500.0,Chattogram,"South Khulshi, Khulshi",29000000,Alto,8286.0
3,3,9,vacant,1800.0,Chattogram,"Momin Road, Jamal Khan",12160000,Medio,6756.0
3,3,5,vacant,1250.0,Chattogram,"25 No. Rampur Ward, Double Mooring",5500000,Medio,4400.0
3,3,2,vacant,1806.0,Chattogram,"Nasirabad Housing Society, Muradpur",12481000,Medio,6911.0
33,10,1,vacant,14740.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",90900000,Alto,6167.0
3,3,6,vacant,1400.0,Chattogram,"West Khulshi, 9 No. North Pahartali Ward",8200000,Medio,5857.0
3,3,1,vacant,1300.0,Chattogram,"Shershah Colony, Bayazid",5600000,Medio,4308.0
3,3,6,vacant,1250.0,Chattogram,"Akbarshah Railway Colony, 9 No. North Pahartali Ward",5600000,Medio,4480.0
3,5,10,vacant,2000.0,Chattogram,"Nasirabad, Bayazid",13000000,Alto,6500.0
3,3,6,vacant,1775.0,Chattogram,"Zakir Hossain Road, Khulshi",14200000,Alto,8000.0
3,3,2,vacant,200.0,Chattogram,"Dewan Bazar, Bakalia",4800000,Bajo,24000.0
3,3,3,vacant,1750.0,Chattogram,"Hamjarbag, 7 No. West Sholoshohor Ward",7875000,Medio,4500.0
3,3,1,vacant,200.0,Chattogram,"Dewan Bazar, Bakalia",5000000,Bajo,25000.0
3,3,1,vacant,240.0,Chattogram,"Dewan Bazar, Bakalia",6000000,Medio,25000.0
3,3,3,vacant,1440.0,Chattogram,"Hill View R/A, Bayazid",6500000,Medio,4514.0
3,3,1,vacant,135.0,Chattogram,"Chand Mia Road, 4 No Chandgaon Ward",2430000,Bajo,18000.0
3,2,1,vacant,905.0,Chattogram,"17 No West Bakalia Ward, Bakalia",3200000,Bajo,3536.0
3,3,1,vacant,1280.0,Chattogram,"Mohammad Pur Road, 7 No. West Sholoshohor Ward",6000000,Medio,4688.0
3,3,3,vacant,1315.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5260000,Medio,4000.0
3,3,3,vacant,1275.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5100000,Medio,4000.0
3,4,1,vacant,1641.0,Chattogram,"Nasirabad Housing Society, Muradpur",11000000,Medio,6703.0
3,3,4,vacant,1275.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5100000,Medio,4000.0
3,3,2,vacant,1806.0,Chattogram,"Nasirabad Housing Society, Muradpur",12481000,Medio,6911.0
4,4,1,vacant,3500.0,Chattogram,"South Khulshi, Khulshi",29000000,Alto,8286.0
3,3,6,vacant,1616.0,Chattogram,"CDA Avenue, Muradpur",11500000,Medio,7116.0
3,3,3,vacant,1300.0,Chattogram,"Dewan Bazar, Bakalia",7280000,Medio,5600.0
3,3,4,vacant,1235.0,Chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",6500000,Medio,5263.0
