Dormitorios,Banos,Piso,Estado_ocupacion,Area_m2,Ciudad,Ubicacion,Precio_Takas,Categoria_precio,Precio_por_m2
7,8,4,vacant,2800.0,Chattogram,"40 No. North Patenga Ward, Patenga",30000000,Alto,10714.0
3,4,5,vacant,1800.0,Chattogram,"Mehidibag, 15 No. Bagmoniram Ward",16000000,Alto,8889.0
3,3,1,vacant,153.0,Chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",10000000,Medio,65359.0
3,3,5,vacant,2148.0,Chattogram,"Commerce College Road, Double Mooring",38664000,Alto,18000.0
3,3,2,vacant,88.0,Chattogram,"Nandan Kanan, 22 No. Enayet Bazaar Ward",1200000,Bajo,13636.0
3,2,5,vacant,1075.0,Chattogram,"Alkaran Road, 31 No. Alkoron Ward",5500000,Medio,5116.0
2,2,5,vacant,978.0,Chattogram,"Colonel Hat, 10 No. North Kattali Ward",5000000,Bajo,5112.0
3,3,1,vacant,1433.0,Chattogram,"Somobay Residential Area, Bayazid",7132000,Medio,4977.0
3,3,7,vacant,1150.0,Chattogram,"Kulgaon, Bayazid",5800000,Medio,5043.0
2,2,3,vacant,900.0,Chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",4500000,Bajo,5000.0
3,3,2,vacant,1080.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",5700000,Medio,5278.0
3,3,3,vacant,1466.0,Chattogram,"Bibirhat, 7 No. West Sholoshohor Ward",7000000,Medio,4775.0
3,3,4,vacant,1300.0,Chattogram,"Ali Nagar, Bayazid",7200000,Medio,5538.0
3,3,10,vacant,1500.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",8600000,Medio,5733.0
2,2,9,vacant,1015.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",5887000,Medio,5800.0
3,3,9,vacant,1459.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",8462200,Medio,5800.0
3,3,8,vacant,1337.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",7754600,Medio,5800.0
3,3,6,vacant,1459.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",8462200,Medio,5800.0
3,3,3,vacant,1337.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",7754600,Medio,5800.0
2,2,3,vacant,800.0,Chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",4500000,Bajo,5625.0
3,3,1,vacant,3400.0,Chattogram,"28 No. Pathantooly Ward, Double Mooring",19400000,Alto,5706.0
3,3,4,vacant,1200.0,Chattogram,"Dakshin Kattali, 11 No. South Kattali Ward",8000000,Medio,6667.0
3,3,2,vacant,1370.0,Chattogram,"Green Valley, Bayazid",6500000,Medio,4745.0
3,3,2,vacant,1162.0,Chattogram,"Khulshi Green Housing Society, Khulshi",6972000,Medio,6000.0
3,3,1,vacant,1435.0,Chattogram,"Mehidibag, 15 No. Bagmoniram Ward",7000000,Medio,4878.0
3,3,6,vacant,1500.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",8300000,Medio,5533.0
3,3,8,vacant,1485.0,Chattogram,"Proshanti R/A, 10 No. North Kattali Ward",8000000,Medio,5387.0
3,3,11,vacant,1350.0,Chattogram,"Momin Road, Jamal Khan",9450000,Medio,7000.0
3,3,9,vacant,1500.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",6000000,Medio,4000.0
3,3,5,vacant,160.0,Chattogram,"East Nasirabad, Muradpur",8000000,Medio,50000.0
3,3,6,vacant,1254.0,Chattogram,"Khulshi Green Housing Society, Khulshi",7000000,Medio,5582.0
5,5,9,vacant,2782.0,Chattogram,"Nasirabad Housing Society, Muradpur",21699600,Alto,7800.0
3,4,5,vacant,1780.0,Chattogram,"South Khulshi, Khulshi",10500000,Medio,5899.0
3,3,1,vacant,1465.0,Chattogram,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward",9962000,Medio,6800.0
3,3,8,vacant,1727.0,Chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",14500000,Alto,8396.0
3,4,12,vacant,1800.0,Chattogram,"Nasirabad, Bayazid",12500000,Medio,6944.0
3,3,3,vacant,240.0,Chattogram,"Dewan Bazar, Bakalia",5520000,Medio,23000.0
2,2,3,vacant,1500.0,Chattogram,"Hamjarbag, 7 No. West Sholoshohor Ward",6750000,Medio,4500.0
3,3,1,vacant,200.0,Chattogram,"Dewan Bazar, Bakalia",5000000,Bajo,25000.0
3,3,5,vacant,1275.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5100000,Medio,4000.0
3,3,3,vacant,1435.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5740000,Medio,4000.0
3,3,5,vacant,1315.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5260000,Medio,4000.0
3,3,4,vacant,1335.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5340000,Medio,4000.0
3,3,2,vacant,1335.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5340000,Medio,4000.0
3,3,2,vacant,1325.0,Chattogram,"18 No. East Bakalia Ward, Bakalia",5300000,Medio,4000.0
3,3,1,vacant,101.0,Chattogram,"Mohara, 4 No Chandgaon Ward",2222000,Bajo,22000.0
3,3,1,vacant,184.0,Chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3312000,Bajo,18000.0
3,3,1,vacant,150.0,Chattogram,"Chand Mia Road, 4 No Chandgaon Ward",2700000,Bajo,18000.0
3,3,3,vacant,1470.0,Chattogram,"17 No West Bakalia Ward, Bakalia",4410000,Bajo,3000.0
3,3,2,vacant,1316.0,Chattogram,"West Khulshi, 9 No. North Pahartali Ward",6200000,Medio,4711.0
3,3,5,vacant,174.0,Chattogram,"CDA Avenue, Sholokbahar",4700000,Bajo,27011.0
3,3,6,vacant,150.0,Chattogram,"CDA Avenue, Sholokbahar",5250000,Medio,35000.0
3,3,4,vacant,139.0,Chattogram,"CDA Avenue, Sholokbahar",3614000,Bajo,26000.0
3,3,5,vacant,136.0,Chattogram,"CDA Avenue, Sholokbahar",3536000,Bajo,26000.0
3,3,6,vacant,1400.0,Chattogram,"Proshanti R/A, 10 No. North Kattali Ward",6500000,Medio,4643.0
3,3,8,vacant,1408.0,Chattogram,"Mohammadpur, 7 No. West Sholoshohor Ward",5632000,Medio,4000.0
2,2,3,vacant,1000.0,Chattogram,"Kulgaon, Bayazid",4000000,Bajo,4000.0
3,3,7,vacant,1550.0,Chattogram,"Shamsher Para, 4 No Chandgaon Ward",7300000,Medio,4710.0
3,3,5,vacant,1244.0,Chattogram,"26 No. North Halishahar Ward, Halishahar",6500000,Medio,5225.0
3,3,3,vacant,1149.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",7500000,Medio,6527.0
3,4,4,vacant,1429.0,Chattogram,"Chattogram DOHS, Bayazid",8500000,Medio,5948.0
3,3,2,vacant,136.0,Chattogram,"South Agrabad, Double Mooring",4187500,Bajo,30790.0
3,3,1,vacant,188.0,Chattogram,"South Agrabad, Double Mooring",5675125,Medio,30187.0
3,3,1,vacant,141.0,Chattogram,"South Agrabad, Double Mooring",4330000,Bajo,30709.0
2,2,2,vacant,969.0,Chattogram,"6 No East Sholoshohor Ward, Bakalia",3600000,Bajo,3715.0
3,3,5,vacant,1350.0,Chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",6075000,Medio,4500.0
2,2,7,vacant,975.0,Chattogram,"Jangalpara, 7 No. West Sholoshohor Ward",3705000,Bajo,3800.0
3,3,6,vacant,1165.0,Chattogram,"Jangalpara, 7 No. West Sholoshohor Ward",4427000,Bajo,3800.0
3,3,7,vacant,1145.0,Chattogram,"6 No East Sholoshohor Ward, Bakalia",5700000,Medio,4978.0
3,3,7,vacant,1145.0,Chattogram,"6 No East Sholoshohor Ward, Bakalia",3400000,Bajo,2969.0
3,3,6,vacant,1382.0,Chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",6800000,Medio,4920.0
3,2,6,vacant,1180.0,Chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",6200000,Medio,5254.0
3,3,1,vacant,1130.0,Chattogram,"17 No West Bakalia Ward, Bakalia",5300000,Medio,4690.0
3,3,3,vacant,4000.0,Chattogram,"CDA Avenue, East Nasirabad",20000000,Alto,5000.0
3,3,1,vacant,105.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3675000,Bajo,35000.0
3,3,8,vacant,1500.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",8700000,Medio,5800.0
3,3,2,vacant,1545.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",7500000,Medio,4854.0
3,3,1,vacant,190.0,Chattogram,"Jubilee Road, 22 No. Enayet Bazaar Ward",16150000,Alto,85000.0
3,3,1,vacant,1550.0,Chattogram,"25 No. Rampur Ward, Double Mooring",7750000,Medio,5000.0
3,3,1,vacant,120.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",4200000,Bajo,35000.0
3,3,1,vacant,117.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",4050000,Bajo,34615.0
3,3,1,vacant,125.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3750000,Bajo,30000.0
3,3,1,vacant,120.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",4200000,Bajo,35000.0
3,3,1,vacant,115.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3450000,Bajo,30000.0
3,3,8,vacant,1500.0,Chattogram,"24 No. North Agrabad Ward, Double Mooring",8700000,Medio,5800.0
3,3,2,vacant,136.0,Chattogram,"South Agrabad, Double Mooring",4187500,Bajo,30790.0
3,3,1,vacant,188.0,Chattogram,"South Agrabad, Double Mooring",5675125,Medio,30187.0
3,3,1,vacant,141.0,Chattogram,"South Agrabad, Double Mooring",4330000,Bajo,30709.0
2,2,2,vacant,969.0,Chattogram,"6 No East Sholoshohor Ward, Bakalia",3600000,Bajo,3715.0
3,3,5,vacant,1350.0,Chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",6075000,Medio,4500.0
2,2,7,vacant,975.0,Chattogram,"Jangalpara, 7 No. West Sholoshohor Ward",3705000,Bajo,3800.0
3,3,6,vacant,1165.0,Chattogram,"Jangalpara, 7 No. West Sholoshohor Ward",4427000,Bajo,3800.0
3,3,7,vacant,1145.0,Chattogram,"6 No East Sholoshohor Ward, Bakalia",5700000,Medio,4978.0
3,3,7,vacant,1145.0,Chattogram,"6 No East Sholoshohor Ward, Bakalia",3400000,Bajo,2969.0
3,3,6,vacant,1382.0,Chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",6800000,Medio,4920.0
3,2,6,vacant,1180.0,Chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",6200000,Medio,5254.0
3,3,1,vacant,1130.0,Chattogram,"17 No West Bakalia Ward, Bakalia",5300000,Medio,4690.0
3,3,3,vacant,4000.0,Chattogram,"CDA Avenue, East Nasirabad",20000000,Alto,5000.0
3,3,1,vacant,105.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3675000,Bajo,35000.0
3,3,7,vacant,1550.0,Chattogram,"Shamsher Para, 4 No Chandgaon Ward",7300000,Medio,4710.0
3,3,5,vacant,1244.0,Chattogram,"26 No. North Halishahar Ward, Halishahar",6500000,Medio,5225.0
3,3,9,vacant,1700.0,Chattogram,"Oxygen Kuwaish Road, Bayazid",8384200,Medio,4932.0
3,3,3,vacant,1400.0,Chattogram,"Shahid Nagar, Bayazid",8000000,Medio,5714.0
3,3,2,vacant,1330.0,Chattogram,"Shahid Nagar, Bayazid",8000000,Medio,6015.0
3,3,3,vacant,1149.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",7500000,Medio,6527.0
3,4,4,vacant,1429.0,Chattogram,"Chattogram DOHS, Bayazid",8500000,Medio,5948.0
3,3,2,vacant,1545.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",7500000,Medio,4854.0
3,3,1,vacant,3600.0,Chattogram,"Shahid Nagar, Bayazid",15000000,Alto,4167.0
3,3,1,vacant,1210.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",7000000,Medio,5785.0
3,3,5,vacant,150.0,Chattogram,"CDA Avenue, Sholokbahar",3650000,Bajo,24333.0
4,4,1,vacant,2200.0,Chattogram,16 No. Chawk Bazaar Ward,15000000,Alto,6818.0
3,3,4,occupied,1621.0,Chattogram,"Mirzapul Road, Muradpur",10500000,Medio,6477.0
3,3,1,vacant,1200.0,Chattogram,"Green View Residential Area, 11 No. South Kattali Ward",4600000,Bajo,3833.0
3,3,4,vacant,1250.0,Chattogram,"Dakshin Kattali, 11 No. South Kattali Ward",3800000,Bajo,3040.0
3,3,4,vacant,222.0,Chattogram,"South Khulshi, Khulshi",6500000,Medio,29279.0
3,3,1,vacant,6000.0,Chattogram,"South Khulshi, Khulshi",95000000,Alto,15833.0
3,4,1,vacant,1800.0,Chattogram,"South Khulshi, Khulshi",8500000,Medio,4722.0
3,3,2,vacant,1250.0,Chattogram,"Akbarshah Railway Colony, 9 No. North Pahartali Ward",7000000,Medio,5600.0
3,3,1,vacant,1465.0,Chattogram,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward",9962000,Medio,6800.0
3,3,8,vacant,1727.0,Chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",14500000,Alto,8396.0
3,3,4,vacant,2295.0,Chattogram,"Nasirabad, 15 No. Bagmoniram Ward",25000000,Alto,10893.0
3,3,8,vacant,1487.0,Chattogram,"17 No West Bakalia Ward, Bakalia",9000000,Medio,6052.0
3,3,6,vacant,1440.0,Chattogram,"Dewan Bazar, Bakalia",9936000,Medio,6900.0
3,3,2,vacant,1493.0,Chattogram,"17 No West Bakalia Ward, Bakalia",9800000,Medio,6564.0
3,3,2,vacant,1493.0,Chattogram,"17 No West Bakalia Ward, Bakalia",9800000,Medio,6564.0
3,3,7,vacant,1537.0,Chattogram,"Mehidibag, 15 No. Bagmoniram Ward",9000000,Medio,5856.0
3,4,10,vacant,1800.0,Chattogram,"Nasirabad, Bayazid",12500000,Medio,6944.0
3,4,9,vacant,1800.0,Chattogram,"Nasirabad, Bayazid",12500000,Medio,6944.0
3,5,9,vacant,2000.0,Chattogram,"Nasirabad, Bayazid",13000000,Alto,6500.0
2,2,4,vacant,1025.0,Chattogram,"Road No 1, Jalalabad Housing Society",4500000,Bajo,4390.0
3,3,4,vacant,1415.0,Chattogram,"12 No. Sarai Para Ward, Double Mooring",6367000,Medio,4500.0
3,3,4,vacant,1563.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",9200000,Medio,5886.0
4,4,4,vacant,1700.0,Chattogram,"Tayab Bag R/A, 7 No. West Sholoshohor Ward",9500000,Medio,5588.0
3,4,4,vacant,2150.0,Chattogram,"Zakir Hossain Road, Khulshi",13000000,Alto,6047.0
3,3,5,vacant,145.0,Chattogram,"East Nasirabad, Muradpur",8000000,Medio,55172.0
4,4,9,vacant,1800.0,Chattogram,"Nasirabad Housing Society, Muradpur",14040000,Alto,7800.0
3,4,1,vacant,1350.0,Chattogram,"Chawk Bazar, 16 No. Chawk Bazaar Ward",7500000,Medio,5556.0
3,3,5,vacant,1615.0,Chattogram,"Jamal Khan By-Lane, Jamal Khan",11500000,Medio,7121.0
3,3,6,vacant,1500.0,Chattogram,"Dewan Bazar, Bakalia",8250000,Medio,5500.0
3,3,5,vacant,1685.0,Chattogram,"Dewan Bazar, Bakalia",9267500,Medio,5500.0
3,3,4,vacant,1500.0,Chattogram,"Dewan Bazar, Bakalia",8250000,Medio,5500.0
3,3,4,vacant,1400.0,Chattogram,"Dewan Bazar, Bakalia",7700000,Medio,5500.0
3,3,4,vacant,1685.0,Chattogram,"Dewan Bazar, Bakalia",9267500,Medio,5500.0
4,4,2,vacant,2500.0,Chattogram,"Zakir Hossain By Lane, East Nasirabad",12000000,Medio,4800.0
3,3,4,vacant,1415.0,Chattogram,"12 No. Sarai Para Ward, Double Mooring",6367000,Medio,4500.0
3,3,4,vacant,1563.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",9200000,Medio,5886.0
4,4,4,vacant,1700.0,Chattogram,"Tayab Bag R/A, 7 No. West Sholoshohor Ward",9500000,Medio,5588.0
3,4,4,vacant,2150.0,Chattogram,"Zakir Hossain Road, Khulshi",13000000,Alto,6047.0
3,3,5,vacant,145.0,Chattogram,"East Nasirabad, Muradpur",8000000,Medio,55172.0
4,4,9,vacant,1800.0,Chattogram,"Nasirabad Housing Society, Muradpur",14040000,Alto,7800.0
3,3,6,vacant,1500.0,Chattogram,"West Khulshi, 9 No. North Pahartali Ward",9000000,Medio,6000.0
3,4,1,vacant,1760.0,Chattogram,"Nasirabad Housing Society, Muradpur",13120000,Alto,7455.0
3,3,1,vacant,200.0,Chattogram,"Nasirabad Housing Society, Muradpur",13000000,Alto,65000.0
3,3,3,vacant,1520.0,Chattogram,"South Khulshi, Khulshi",10000000,Medio,6579.0
3,3,4,vacant,1950.0,Chattogram,"Port Connecting Road, 11 No. South Kattali Ward",10725000,Medio,5500.0
3,3,3,vacant,1387.0,Chattogram,"Green Valley, Bayazid",8000000,Medio,5768.0
3,3,12,vacant,1400.0,Chattogram,"R C Church Road, 33 No. Firingee Bazaar Ward",7500000,Medio,5357.0
4,4,3,vacant,2252.0,Chattogram,"Alkaran Road, 31 No. Alkoron Ward",11260000,Medio,5000.0
3,3,3,vacant,1429.0,Chattogram,"Chattogram DOHS, Bayazid",8000000,Medio,5598.0
3,3,1,vacant,169.0,Chattogram,"39 No. South Halishahar Ward, Halishahar",4225000,Bajo,25000.0
7,8,4,vacant,2800.0,Chattogram,"40 No. North Patenga Ward, Patenga",30000000,Alto,10714.0
3,4,5,vacant,1800.0,Chattogram,"Mehidibag, 15 No. Bagmoniram Ward",16000000,Alto,8889.0
4,3,4,vacant,1400.0,Chattogram,"Bandar, 36 Goshail Danga Ward",7000000,Medio,5000.0
3,4,7,vacant,1620.0,Chattogram,"Yakub Future Park Housing, Khulshi",10854000,Medio,6700.0
3,4,8,vacant,1646.0,Chattogram,"Yakub Future Park Housing, Khulshi",11028200,Medio,6700.0
3,4,1,vacant,1686.0,Chattogram,"Yakub Future Park Housing, Khulshi",11296200,Medio,6700.0
3,3,8,vacant,1336.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",6680000,Medio,5000.0
3,3,6,vacant,1545.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",7725000,Medio,5000.0
3,3,5,vacant,1699.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",8495000,Medio,5000.0
3,3,5,vacant,1545.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",7725000,Medio,5000.0
3,3,5,vacant,1336.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",6680000,Medio,5000.0
4,4,3,vacant,1750.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",9500000,Medio,5429.0
3,3,4,vacant,1110.0,Chattogram,"12 No. Sarai Para Ward, Double Mooring",4440000,Bajo,4000.0
3,3,5,vacant,1545.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",7725000,Medio,5000.0
3,3,5,vacant,1336.0,Chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",6680000,Medio,5000.0
4,4,3,vacant,1750.0,Chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",9500000,Medio,5429.0
3,3,5,vacant,2120.0,Chattogram,"North Khulshi, Khulshi",19000000,Alto,8962.0
3,3,1,occupied,1564.5138504155125,Chattogram,,434434,Bajo,278.0
3,3,1,occupied,1564.5138504155125,Chattogram,"West Khulshi, 9 No. North Pahartali Ward",15000000,Alto,9588.0
3,3,1,occupied,1564.5138504155125,Chattogram,"26 No. North Halishahar Ward, Halishahar",3696000,Bajo,2362.0
3,3,1,occupied,1564.5138504155125,Chattogram,"Ali Nagar, Bayazid",4500000,Bajo,2876.0
3,3,1,occupied,1564.5138504155125,Chattogram,"Hill View R/A, Bayazid",6000000,Medio,3835.0
3,3,2,vacant,1530.0,Chattogram,"Mehidibag, 15 No. Bagmoniram Ward",12000000,Medio,7843.0
3,3,7,vacant,1162.0,Chattogram,"Khulshi Green Housing Society, Khulshi",6972000,Medio,6000.0
3,4,7,vacant,1592.0,Chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",8560000,Medio,5377.0
4,3,6,vacant,1873.0,Chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",12738000,Alto,6801.0
4,4,1,vacant,1858.0,Chattogram,"South Khulshi, Khulshi",16000000,Alto,8611.0
3,3,4,vacant,1500.0,Chattogram,"Katalgonj, Panchlaish",11000000,Medio,7333.0
3,3,3,vacant,1186.0,Chattogram,"Dewan Bazar, Bakalia",5337000,Medio,4500.0
3,3,1,vacant,1300.0,Chattogram,"South Agrabad, Double Mooring",7150000,Medio,5500.0
3,3,1,vacant,1300.0,Chattogram,"South Agrabad, Double Mooring",7150000,Medio,5500.0
3,3,7,vacant,1226.0,Chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",7000000,Medio,5710.0
2,2,6,vacant,1054.0,Chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",6500000,Medio,6167.0
3,3,1,vacant,1415.0,Chattogram,"12 No. Sarai Para Ward, Double Mooring",5820000,Medio,4113.0
3,3,7,vacant,1304.0,Chattogram,"Ishan Mohajon Road, 10 No. North Kattali Ward",5998400,Medio,4600.0
3,3,2,vacant,2100.0,Chattogram,"VIP Housing Society, South Khulsi",16800000,Alto,8000.0
3,3,1,vacant,115.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",4025000,Bajo,35000.0
3,3,1,vacant,115.0,Chattogram,"Momin Road, Jamal Khan",1350000,Bajo,11739.0
3,3,1,vacant,2160.0,Chattogram,"Road No 2, Jalalabad Housing Society",16500000,Alto,7639.0
4,3,9,vacant,1800.0,Chattogram,"Chadra Nagar, Bayazid",9000000,Medio,5000.0
3,3,1,vacant,1100.0,Chattogram,"Shahid Saifuddin Khaled Road, Kazir Dewri",7500000,Medio,6818.0
3,3,2,vacant,1300.0,Chattogram,"South Khulshi, Khulshi",9700000,Medio,7462.0
3,2,4,vacant,1162.0,Chattogram,"Chadra Nagar, Bayazid",5000000,Bajo,4303.0
3,3,6,vacant,1253.0,Chattogram,"Dewan Bazar, Bakalia",5638500,Medio,4500.0
3,3,2,vacant,1500.0,Chattogram,"Dewan Bazar, Bakalia",8250000,Medio,5500.0
3,3,2,vacant,90.0,Chattogram,"Chawk Bazar, 16 No. Chawk Bazaar Ward",2700000,Bajo,30000.0
3,3,1,vacant,1350.0,Chattogram,"Nabab Siraj Ud Daula Road, Bakalia",8000000,Medio,5926.0
3,3,1,vacant,1740.0,Chattogram,"South Khulshi, Khulshi",12500000,Medio,7184.0
4,3,6,vacant,1873.0,Chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",12738000,Alto,6801.0
3,3,2,vacant,1300.0,Chattogram,"South Khulshi, Khulshi",9700000,Medio,7462.0
3,3,7,vacant,1370.0,Chattogram,"Nasirabad Housing Society, Muradpur",13200000,Alto,9635.0
3,3,1,vacant,110.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3850000,Bajo,35000.0
3,3,4,vacant,156.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3120000,Bajo,20000.0
4,5,9,vacant,2622.0,Chattogram,"Nasirabad, 15 No. Bagmoniram Ward",30153000,Alto,11500.0
4,5,9,vacant,2530.0,Chattogram,"Nasirabad, 15 No. Bagmoniram Ward",29095000,Alto,11500.0
3,3,5,vacant,1331.0,Chattogram,"West Firojshah colony, 9 No. North Pahartali Ward",6500000,Medio,4884.0
3,3,6,vacant,1331.0,Chattogram,"West Firojshah colony, 9 No. North Pahartali Ward",6500000,Medio,4884.0
3,3,7,vacant,1350.0,Chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",7000000,Medio,5185.0
4,4,5,vacant,1587.0,Chattogram,"Bayazid Nagar Residential Area, Bayazid",10000000,Medio,6301.0
3,3,8,vacant,1305.0,Chattogram,"South Khulshi, Khulshi",11000000,Medio,8429.0
3,3,2,vacant,1530.0,Chattogram,"Mehidibag, 15 No. Bagmoniram Ward",12000000,Medio,7843.0
2,2,5,vacant,950.0,Chattogram,"Ali Nagar, Bayazid",4000000,Bajo,4211.0
2,2,9,vacant,920.0,Chattogram,"Dewan Bazar, Bakalia",5800000,Medio,6304.0
3,4,2,vacant,1994.0,Chattogram,"Sugandha Residential Area, Panchlaish",15500000,Alto,7773.0
3,4,10,vacant,1860.0,Chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",17500000,Alto,9409.0
3,3,2,vacant,1320.0,Chattogram,"Jamal Khan Road, Jamal Khan",9500000,Medio,7197.0
3,4,7,vacant,1750.0,Chattogram,"Zakir Hossain By Lane, East Nasirabad",12250000,Medio,7000.0
3,3,18,vacant,2038.0,Chattogram,"Commerce College Road, Double Mooring",29932000,Alto,14687.0
3,3,9,vacant,1565.0,Chattogram,"Abdul Hamid Road, Sholokbahar",9000000,Medio,5751.0
3,3,1,vacant,2680.0,Chattogram,"Al-Madani Road, Sholokbahar",18000000,Alto,6716.0
2,2,2,vacant,1013.0,Chattogram,"South Agrabad, Double Mooring",4200000,Bajo,4146.0
3,3,5,vacant,120.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",4200000,Bajo,35000.0
3,3,1,vacant,105.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3675000,Bajo,35000.0
3,3,3,vacant,120.0,Chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",4200000,Bajo,35000.0
3,3,1,vacant,1262.0,Chattogram,"Dewan Bazar, Bakalia",5679000,Medio,4500.0
3,3,2,vacant,1600.0,Chattogram,"Yakub Future Park Housing, Khulshi",12000000,Medio,7500.0
3,3,3,vacant,103.0,Chattogram,"South Agrabad, Double Mooring",3200000,Bajo,31068.0
3,3,1,vacant,2160.0,Chattogram,"Road No 2, Jalalabad Housing Society",16500000,Alto,7639.0
4,3,9,vacant,1800.0,Chattogram,"Chadra Nagar, Bayazid",9000000,Medio,5000.0
3,3,7,vacant,1162.0,Chattogram,"Khulshi Green Housing Society, Khulshi",6972000,Medio,6000.0
3,4,7,vacant,1592.0,Chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",8560000,Medio,5377.0
3,3,1,vacant,1100.0,Chattogram,"Shahid Saifuddin Khaled Road, Kazir Dewri",7500000,Medio,6818.0
3,3,5,vacant,1628.0,Chattogram,"South Khulshi, Khulshi",13000000,Alto,7985.0
3,3,4,vacant,1600.0,Chattogram,"Habib Lane, Khulshi",10000000,Medio,6250.0
2,2,2,vacant,900.0,Chattogram,"Shahid Nagar, Bayazid",4800000,Bajo,5333.0
3,3,4,vacant,1420.0,Chattogram,"1 No Railway Gate, Muradpur",7100000,Medio,5000.0
3,3,8,vacant,1632.0,Chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",9160000,Medio,5613.0
3,2,5,vacant,1162.0,Chattogram,"Chadra Nagar, Bayazid",5000000,Bajo,4303.0
3,3,7,vacant,1783.0,Chattogram,"Nasirabad Housing Society, Muradpur",11589500,Medio,6500.0
5,5,2,vacant,2622.0,Chattogram,"Nasirabad, 15 No. Bagmoniram Ward",30153000,Alto,11500.0
3,3,4,vacant,1620.0,Chattogram,"Bangla Bazar, Bayazid",6800000,Medio,4198.0
